booking_id,customer_id,booking_timestamp,booking_value
B001198,C03343,2025-04-23 03:25:00,992
B001199,C03345,2025-09-25 13:51:00,1203
B001200,C03346,2025-04-25 21:59:00,1423
B001201,C03350,2025-12-29 05:37:00,567
B001202,C03351,2025-11-11 02:39:00,558
B001203,C03354,2025-09-16 09:10:00,722
B001204,C03355,2025-10-31 15:30:00,950
B001205,C03361,2025-01-10 20:45:00,1068
B001206,C03363,2025-03-17 06:02:00,902
B001207,C03365,2025-01-30 18:01:00,818
B001208,C03370,2025-08-23 11:04:00,1014
B001209,C03372,2025-10-06 21:43:00,449
B001210,C03373,2025-02-10 19:28:00,650
B001211,C03377,2025-10-22 09:07:00,337
B001212,C03382,2025-01-25 00:56:00,1269
B001213,C03396,2025-05-15 03:26:00,535
B001214,C03397,2025-01-16 23:37:00,186
B001215,C03403,2025-07-15 09:14:00,694
B001216,C03404,2025-10-27 03:13:00,1235
B001217,C03405,2025-10-03 05:27:00,1255
B001218,C03407,2025-11-11 14:06:00,1235
B001219,C03408,2025-08-13 08:24:00,1399
B001220,C03412,2025-02-25 17:44:00,900
B001221,C03419,2025-02-20 17:35:00,1140
B001222,C03420,2025-12-20 07:49:00,1300
B001223,C03421,2025-11-20 14:48:00,561
B001224,C03422,2025-02-10 08:23:00,134
B001225,C03424,2025-02-25 14:06:00,153
B001226,C03428,2025-03-10 05:29:00,938
B001227,C03437,2025-04-08 07:00:00,1323
B001228,C03439,2025-12-11 01:24:00,653
B001229,C03443,2025-05-06 10:56:00,1246
B001230,C03447,2025-11-08 21:04:00,1163
B001231,C03449,2025-06-08 14:20:00,972
B001232,C03462,2025-03-03 10:50:00,927
B001233,C03463,2025-04-14 21:18:00,1207
B001234,C03469,2025-06-11 14:24:00,1408
B001235,C03473,2025-10-28 06:18:00,752
B001236,C03478,2025-07-03 23:33:00,1129
B001237,C03479,2025-03-08 14:40:00,602
B001238,C03484,2025-11-13 15:37:00,1159
B001239,C03486,2025-01-28 22:53:00,1270
B001240,C03487,2025-10-12 20:11:00,372
B001241,C03490,2025-11-02 21:03:00,391
B001242,C03494,2025-01-30 18:44:00,757
B001243,C03497,2025-11-12 23:02:00,1299
B001244,C03499,2025-08-08 15:25:00,1166
B001245,C03500,2025-06-06 00:18:00,509
B001246,C03505,2025-11-19 17:57:00,1116
B001247,C03507,2025-06-09 11:02:00,1081
B001248,C03514,2025-05-14 07:27:00,627
B001249,C03521,2025-03-15 23:29:00,640
B001250,C03523,2025-07-04 02:46:00,801
B001251,C03526,2025-10-20 04:59:00,490
B001252,C03534,2025-01-09 14:12:00,779
B001253,C03535,2025-05-26 21:40:00,493
B001254,C03536,2025-01-14 14:03:00,427
B001255,C03540,2025-06-10 09:08:00,769
B001256,C03544,2025-08-09 14:39:00,1052
B001257,C03545,2025-11-29 02:01:00,356
B001258,C03547,2025-10-20 04:30:00,862
B001259,C03548,2025-06-15 20:04:00,402
B001260,C03556,2025-12-04 18:03:00,1076
B001261,C03558,2026-01-09 03:09:00,1430
B001262,C03562,2025-04-06 11:19:00,641
B001263,C03564,2025-10-30 15:23:00,775
B001264,C03569,2025-03-07 09:48:00,945
B001265,C03571,2025-06-25 09:37:00,1299
B001266,C03580,2025-03-17 13:53:00,1391
B001267,C03583,2025-08-10 17:43:00,1216
B001268,C03584,2025-08-01 17:52:00,1159
B001269,C03586,2025-03-04 00:46:00,556
B001270,C03590,2025-05-08 17:20:00,440
B001271,C03591,2026-01-02 08:59:00,1500
B001272,C03593,2025-04-01 12:50:00,525
B001273,C03595,2025-02-17 21:35:00,911
B001274,C03600,2025-07-22 06:21:00,348
B001275,C03601,2025-05-21 14:57:00,516
B001276,C03602,2025-10-26 08:16:00,1254
B001277,C03608,2025-07-24 13:08:00,841
B001278,C03609,2025-08-29 10:37:00,1233
B001279,C03610,2025-03-09 07:30:00,817
B001280,C03611,2025-04-15 06:50:00,1336
B001281,C03615,2025-09-25 18:40:00,810
B001282,C03617,2025-12-12 20:33:00,1441
B001283,C03620,2025-12-26 20:02:00,446
B001284,C03623,2025-04-12 04:30:00,1446
B001285,C03624,2025-04-16 01:53:00,506
B001286,C03628,2025-09-05 19:53:00,589
B001287,C03629,2025-09-02 02:06:00,738
B001288,C03632,2025-03-08 16:22:00,448
B001289,C03638,2025-10-19 01:22:00,560
B001290,C03640,2025-07-16 16:40:00,980
B001291,C03641,2025-05-20 04:08:00,1472
B001292,C03644,2025-01-25 16:16:00,1350
B001293,C03646,2025-11-03 21:12:00,128
B001294,C03649,2025-01-16 06:15:00,186
B001295,C03655,2025-05-02 04:19:00,478
B001296,C03656,2025-04-24 12:37:00,1244
B001297,C03657,2025-05-02 04:15:00,335
B001298,C03658,2025-06-23 05:24:00,763
B001299,C03661,2025-08-24 11:01:00,419
B001300,C03662,2025-07-14 16:24:00,1186
B001301,C03664,2025-08-25 03:33:00,835
B001302,C03670,2025-06-27 06:53:00,719
B001303,C03672,2025-05-03 12:46:00,779
B001304,C03673,2025-09-19 12:20:00,276
B001305,C03674,2025-08-08 10:05:00,710
B001306,C03676,2025-11-18 23:42:00,725
B001307,C03677,2025-03-12 22:46:00,1025
B001308,C03679,2025-08-28 01:12:00,837
B001309,C03683,2025-06-07 05:07:00,945
B001310,C03690,2025-04-26 23:03:00,1158
B001311,C03696,2025-03-16 22:33:00,549
B001312,C03698,2025-12-03 05:56:00,283
B001313,C03699,2025-02-25 02:59:00,1190
B001314,C03701,2025-04-27 13:29:00,1020
B001315,C03702,2025-05-20 06:59:00,1069
B001316,C03703,2025-05-09 08:06:00,1346
B001317,C03704,2025-09-25 15:08:00,527
B001318,C03705,2025-12-26 12:51:00,673
B001319,C03706,2025-05-30 09:10:00,1376
B001320,C03708,2025-12-10 22:38:00,508
B001321,C03711,2025-09-20 20:07:00,206
B001322,C03714,2026-01-04 17:33:00,773
B001323,C03718,2025-04-09 00:18:00,931
B001324,C03720,2025-06-22 20:57:00,1068
B001325,C03721,2025-12-08 15:39:00,1409
B001326,C03722,2025-02-10 11:41:00,578
B001327,C03724,2025-10-05 17:40:00,552
B001328,C03726,2025-08-26 16:32:00,1221
B001329,C03727,2025-09-03 01:18:00,1477
B001330,C03728,2025-08-01 02:21:00,955
B001331,C03729,2025-08-28 04:24:00,1427
B001332,C03730,2025-07-01 03:07:00,1384
B001333,C03733,2025-01-27 11:06:00,1438
B001334,C03734,2025-08-28 16:39:00,494
B001335,C03741,2025-09-04 04:35:00,1488
B001336,C03746,2025-10-12 04:21:00,758
B001337,C03747,2025-05-02 19:20:00,696
B001338,C03752,2025-09-28 01:57:00,1388
B001339,C03754,2025-11-27 15:27:00,859
B001340,C03755,2025-12-18 00:42:00,613
B001341,C03756,2025-06-22 00:54:00,504
B001342,C03757,2025-08-06 23:27:00,1046
B001343,C03759,2025-11-24 06:03:00,1030
B001344,C03760,2025-11-12 12:54:00,961
B001345,C03776,2025-12-26 10:11:00,104
B001346,C03777,2025-03-11 16:56:00,713
B001347,C03788,2025-03-25 10:48:00,199
B001348,C03789,2025-08-21 16:25:00,953
B001349,C03791,2025-12-27 11:32:00,142
B001350,C03792,2025-07-12 17:27:00,912
B001351,C03795,2025-12-12 13:00:00,642
B001352,C03797,2025-08-27 22:55:00,1186
B001353,C03801,2025-07-11 07:32:00,747
B001354,C03805,2025-10-05 01:00:00,1374
B001355,C03807,2025-11-09 23:13:00,535
B001356,C03808,2025-05-28 21:06:00,223
B001357,C03810,2025-06-07 19:15:00,1041
B001358,C03815,2025-07-28 03:23:00,1263
B001359,C03816,2025-03-24 05:41:00,561
B001360,C03820,2025-01-28 14:39:00,1177
B001361,C03823,2025-12-25 18:28:00,897
B001362,C03824,2025-02-03 22:01:00,1067
B001363,C03827,2025-06-27 20:34:00,1439
B001364,C03829,2025-05-31 19:46:00,778
B001365,C03833,2025-06-06 12:46:00,397
B001366,C03834,2025-05-28 08:47:00,776
B001367,C03837,2025-05-21 19:35:00,143
B001368,C03844,2025-04-21 13:48:00,748
B001369,C03845,2025-04-03 15:31:00,409
B001370,C03846,2025-01-25 19:00:00,1237
B001371,C03847,2025-10-15 17:47:00,1114
B001372,C03848,2025-11-06 23:27:00,1429
B001373,C03850,2025-03-14 19:48:00,1062
B001374,C03854,2025-09-11 14:37:00,1209
B001375,C03859,2025-10-31 23:02:00,335
B001376,C03861,2025-08-26 10:34:00,354
B001377,C03862,2025-04-07 16:16:00,300
B001378,C03867,2025-07-16 03:59:00,230
B001379,C03868,2025-03-24 01:43:00,525
B001380,C03875,2025-01-30 20:02:00,1412
B001381,C03876,2025-01-15 10:05:00,623
B001382,C03877,2025-03-11 11:02:00,708
B001383,C03890,2025-12-06 05:20:00,1161
B001384,C03893,2025-09-01 13:46:00,142
B001385,C03895,2025-04-26 13:19:00,357
B001386,C03896,2025-03-22 19:31:00,570
B001387,C03897,2025-06-29 13:53:00,1073
B001388,C03898,2025-06-02 07:01:00,332
B001389,C03900,2025-05-21 01:25:00,412
B001390,C03902,2025-11-22 12:42:00,682
B001391,C03905,2025-05-04 01:14:00,342
B001392,C03906,2025-08-11 13:54:00,189
B001393,C03907,2025-03-01 20:17:00,1371
B001394,C03910,2025-08-21 04:38:00,795
B001395,C03913,2025-11-30 03:09:00,1100
B001396,C03919,2025-08-23 23:38:00,562
B001397,C03920,2025-11-26 06:07:00,1426
B001398,C03921,2025-04-06 02:58:00,1179
B001399,C03922,2025-05-07 16:06:00,1175
B001400,C03927,2025-01-30 10:01:00,509
B001401,C03929,2025-03-17 06:25:00,397
B001402,C03932,2025-02-22 06:47:00,204
B001403,C03935,2025-05-22 15:50:00,302
B001404,C03936,2025-10-27 06:35:00,520
B001405,C03937,2025-06-22 06:39:00,1430
B001406,C03940,2025-04-26 21:13:00,1431
B001407,C03942,2026-01-03 09:58:00,734
B001408,C03943,2025-07-18 06:13:00,473
B001409,C03944,2025-03-12 04:03:00,1470
B001410,C03945,2025-01-30 14:43:00,509
B001411,C03946,2025-12-22 12:17:00,1272
B001412,C03947,2025-12-03 11:42:00,563
B001413,C03952,2025-01-30 21:58:00,582
B001414,C03961,2025-02-28 23:24:00,829
B001415,C03964,2025-10-09 15:23:00,806
B001416,C03965,2025-01-22 10:37:00,790
B001417,C03967,2025-07-03 19:19:00,1094
B001418,C03969,2025-05-23 22:44:00,547
B001419,C03979,2025-11-27 23:47:00,375
B001420,C03982,2025-05-21 11:42:00,1475
B001421,C03984,2025-04-20 14:15:00,1082
B001422,C03986,2025-07-07 16:42:00,987
B001423,C03987,2025-12-30 11:23:00,173
B001424,C03988,2025-04-21 22:39:00,905
B001425,C03989,2025-07-03 14:30:00,125
B001426,C03991,2025-01-11 10:33:00,1333
B001427,C03994,2025-04-13 02:57:00,1070
B001428,C03996,2025-12-18 11:15:00,1157
B001429,C03998,2025-12-07 20:11:00,1345
B001430,C04004,2025-02-19 23:13:00,480
B001431,C04006,2026-01-06 16:18:00,1168
B001432,C04007,2025-07-03 17:56:00,569
B001433,C04009,2025-03-28 01:24:00,661
B001434,C04010,2026-01-16 02:04:00,318
B001435,C04013,2025-05-09 23:52:00,1152
B001436,C04020,2025-03-03 23:29:00,1272
B001437,C04028,2025-11-12 13:45:00,227
B001438,C04033,2025-07-22 02:11:00,1487
B001439,C04034,2025-04-18 10:29:00,164
B001440,C04038,2025-10-20 15:19:00,970
B001441,C04048,2025-08-15 22:45:00,1490
B001442,C04056,2025-06-15 18:06:00,1151
B001443,C04060,2025-11-25 18:56:00,839
B001444,C04061,2025-03-04 21:45:00,336
B001445,C04062,2025-03-30 14:27:00,1278
B001446,C04063,2025-02-07 01:44:00,1294
B001447,C04066,2025-06-21 01:14:00,1048
B001448,C04068,2025-12-25 08:36:00,1217
B001449,C04070,2025-04-07 17:41:00,126
B001450,C04071,2025-07-14 23:41:00,842
B001451,C04072,2025-01-28 23:37:00,1256
B001452,C04073,2025-08-23 13:12:00,174
B001453,C04075,2025-07-13 11:29:00,1274
B001454,C04076,2025-06-19 08:54:00,1273
B001455,C04082,2025-08-25 09:57:00,691
B001456,C04084,2025-01-27 22:31:00,587
B001457,C04089,2025-12-27 02:15:00,1340
B001458,C04090,2025-01-18 01:57:00,832
B001459,C04091,2025-10-25 11:27:00,1268
B001460,C04093,2025-10-16 21:28:00,1363
B001461,C04095,2025-02-08 05:25:00,1102
B001462,C04097,2025-11-14 06:03:00,603
B001463,C04099,2025-03-17 16:10:00,1221
B001464,C04100,2025-07-24 06:34:00,838
B001465,C04107,2026-01-02 05:48:00,589
B001466,C04110,2025-12-25 14:20:00,1338
B001467,C04114,2025-07-02 07:19:00,373
B001468,C04116,2025-12-25 20:40:00,887
B001469,C04119,2025-06-01 22:14:00,923
B001470,C04123,2025-12-25 17:34:00,248
B001471,C04124,2025-04-29 14:43:00,1036
B001472,C04125,2025-06-19 06:56:00,1259
B001473,C04128,2025-03-10 08:25:00,622
B001474,C04131,2025-11-10 02:56:00,758
B001475,C04133,2025-06-21 17:01:00,712
B001476,C04141,2025-03-13 23:54:00,258
B001477,C04143,2025-12-29 01:01:00,510
B001478,C04144,2025-03-31 08:47:00,276
B001479,C04148,2025-01-15 21:17:00,573
B001480,C04152,2025-04-08 10:02:00,247
B001481,C04154,2025-06-16 16:23:00,190
B001482,C04158,2025-03-25 03:30:00,1394
B001483,C04161,2025-10-07 00:39:00,766
B001484,C04164,2025-12-03 20:16:00,1434
B001485,C04167,2025-04-25 13:42:00,1079
B001486,C04169,2025-02-16 04:30:00,661
B001487,C04171,2025-02-28 01:36:00,1223
B001488,C04172,2025-08-25 16:18:00,1404
B001489,C04174,2025-08-14 21:00:00,1163
B001490,C04175,2025-10-13 19:51:00,1456
B001491,C04178,2025-06-05 10:02:00,1320
B001492,C04194,2025-03-04 14:40:00,713
B001493,C04195,2025-04-27 18:55:00,841
B001494,C04203,2025-12-22 22:17:00,826
B001495,C04205,2025-08-12 17:45:00,592
B001496,C04206,2025-02-25 08:50:00,241
B001497,C04209,2025-12-08 16:47:00,357
B001498,C04210,2025-04-18 14:30:00,395
B001499,C04211,2025-02-18 18:14:00,203
B001500,C04212,2025-10-12 07:46:00,709
B001501,C04214,2025-06-23 20:05:00,856
B001502,C04216,2025-02-16 17:05:00,130
B001503,C04217,2025-03-24 10:23:00,911
B001504,C04219,2025-07-04 23:28:00,314
B001505,C04222,2025-03-17 22:23:00,554
B001506,C04223,2025-01-24 20:19:00,155
B001507,C04224,2025-02-05 05:55:00,912
B001508,C04228,2025-07-21 20:26:00,755
B001509,C04230,2025-09-23 12:34:00,1034
B001510,C04232,2025-04-12 13:31:00,250
B001511,C04235,2025-09-16 22:32:00,1358
B001512,C04245,2025-02-25 00:23:00,579
B001513,C04252,2025-08-10 22:57:00,1317
B001514,C04253,2025-02-07 14:34:00,155
B001515,C04260,2025-03-08 05:08:00,306
B001516,C04263,2025-06-06 13:45:00,1072
B001517,C04265,2025-12-13 15:37:00,474
B001518,C04271,2025-06-05 13:23:00,742
B001519,C04272,2025-01-13 08:40:00,988
B001520,C04283,2025-05-02 05:18:00,1316
B001521,C04286,2025-04-07 14:33:00,1036
B001522,C04288,2025-03-09 15:14:00,1013
B001523,C04292,2025-02-12 23:34:00,943
B001524,C04293,2025-11-21 08:49:00,895
B001525,C04297,2025-03-23 17:41:00,472
B001526,C04298,2025-08-07 10:23:00,348
B001527,C04306,2025-12-09 21:23:00,715
B001528,C04311,2025-07-29 09:04:00,325
B001529,C04312,2025-09-12 04:50:00,1481
B001530,C04313,2026-01-06 03:07:00,1331
B001531,C04316,2025-12-18 01:52:00,847
B001532,C04318,2025-10-28 20:57:00,1000
B001533,C04325,2025-02-16 22:48:00,1256
B001534,C04327,2025-04-05 11:22:00,1483
B001535,C04328,2025-09-28 17:16:00,1081
B001536,C04333,2025-03-16 22:38:00,466
B001537,C04336,2025-06-17 16:13:00,382
B001538,C04339,2025-10-04 23:38:00,1184
B001539,C04347,2025-04-26 04:17:00,960
B001540,C04363,2025-11-29 11:56:00,149
B001541,C04364,2025-01-21 07:24:00,519
B001542,C04365,2025-02-08 00:15:00,232
B001543,C04368,2026-01-04 00:58:00,1054
B001544,C04369,2025-04-21 12:40:00,541
B001545,C04370,2025-06-25 22:15:00,874
B001546,C04373,2025-02-08 06:26:00,880
B001547,C04375,2025-03-24 05:42:00,1030
B001548,C04381,2025-11-29 22:46:00,1023
B001549,C04382,2025-08-26 14:55:00,784
B001550,C04383,2025-07-06 11:33:00,670
B001551,C04387,2025-07-15 21:35:00,1326
B001552,C04393,2025-08-07 13:11:00,1366
B001553,C04397,2025-04-01 08:53:00,790
B001554,C04401,2025-04-23 23:47:00,1401
B001555,C04404,2025-07-27 19:48:00,331
B001556,C04415,2025-07-18 03:42:00,495
B001557,C04416,2025-12-21 14:09:00,585
B001558,C04419,2025-01-20 12:36:00,1269
B001559,C04422,2025-05-19 12:22:00,911
B001560,C04425,2025-04-07 15:38:00,1165
B001561,C04426,2025-12-06 12:34:00,1311
B001562,C04428,2025-09-21 12:59:00,372
B001563,C04429,2025-02-06 08:15:00,1243
B001564,C04430,2026-01-14 04:44:00,894
B001565,C04431,2025-02-21 07:55:00,503
B001566,C04439,2025-04-10 14:12:00,908
B001567,C04441,2025-05-21 19:50:00,1215
B001568,C04442,2025-10-30 11:20:00,268
B001569,C04443,2025-02-01 20:16:00,114
B001570,C04449,2025-09-30 01:22:00,1174
B001571,C04453,2025-02-18 23:57:00,253
B001572,C04458,2025-07-11 21:34:00,507
B001573,C04461,2025-04-18 09:51:00,957
B001574,C04463,2025-06-03 00:16:00,292
B001575,C04467,2025-05-22 09:57:00,1410
B001576,C04468,2025-01-12 10:07:00,1179
B001577,C04471,2025-06-04 18:31:00,1444
B001578,C04474,2025-11-01 23:03:00,400
B001579,C04477,2025-08-29 13:11:00,1338
B001580,C04480,2025-12-18 01:21:00,1013
B001581,C04481,2025-10-17 13:06:00,879
B001582,C04482,2025-08-08 16:16:00,1200
B001583,C04485,2025-12-01 21:18:00,854
B001584,C04488,2025-11-20 01:44:00,332
B001585,C04489,2025-08-23 07:52:00,103
B001586,C04493,2025-11-10 05:26:00,227
B001587,C04495,2025-07-27 05:36:00,1083
B001588,C04496,2025-08-08 06:53:00,488
B001589,C04499,2025-04-18 12:11:00,928
B001590,C04500,2025-06-16 17:22:00,1360
B001591,C04502,2025-06-28 17:04:00,683
B001592,C04514,2025-11-24 22:55:00,388
B001593,C04516,2025-05-19 09:22:00,439
B001594,C04519,2025-04-16 14:12:00,1386
B001595,C04521,2025-05-05 07:41:00,1498
B001596,C04522,2025-11-11 07:30:00,544
B001597,C04524,2025-11-23 20:39:00,1265
B001598,C04529,2025-01-21 16:28:00,977
B001599,C04530,2025-06-07 16:47:00,539
B001600,C04533,2025-04-11 23:43:00,145
B001601,C04536,2025-05-21 23:30:00,912
B001602,C04537,2025-10-29 21:43:00,1293
B001603,C04539,2025-09-13 08:53:00,1206
B001604,C04540,2025-04-05 10:33:00,990
B001605,C04542,2025-11-04 05:10:00,1303
B001606,C04554,2025-08-24 19:32:00,759
B001607,C04555,2025-06-30 15:03:00,510
B001608,C04556,2025-05-07 16:41:00,940
B001609,C04557,2025-11-20 08:54:00,171
B001610,C04558,2025-07-20 17:40:00,926
B001611,C04559,2025-06-16 23:18:00,1354
B001612,C04563,2025-08-31 20:25:00,1203
B001613,C04569,2025-09-29 20:48:00,329
B001614,C04571,2025-12-14 16:41:00,1376
B001615,C04573,2025-05-29 21:30:00,315
B001616,C04574,2025-03-24 12:53:00,808
B001617,C04580,2025-12-04 04:04:00,761
B001618,C04583,2025-04-21 22:36:00,1223
B001619,C04585,2025-08-08 01:49:00,1327
B001620,C04587,2025-02-18 19:10:00,625
B001621,C04588,2025-12-19 14:42:00,800
B001622,C04589,2025-08-19 12:29:00,1300
B001623,C04592,2025-01-15 19:43:00,594
B001624,C04595,2025-02-16 09:15:00,307
B001625,C04598,2025-10-12 07:51:00,1041
B001626,C04599,2025-09-24 14:39:00,1422
B001627,C04600,2025-06-13 16:12:00,1080
B001628,C04605,2025-08-01 07:10:00,1473
B001629,C04606,2025-04-09 15:31:00,873
B001630,C04608,2025-03-21 04:04:00,1082
B001631,C04609,2025-08-15 00:36:00,855
B001632,C04615,2025-12-04 19:55:00,867
B001633,C04616,2025-02-25 19:34:00,1129
B001634,C04618,2026-01-03 15:15:00,667
B001635,C04624,2025-01-17 02:54:00,1399
B001636,C04625,2025-12-25 22:11:00,307
B001637,C04629,2025-06-23 13:43:00,1312
B001638,C04630,2025-08-25 23:53:00,1053
B001639,C04632,2025-07-08 22:43:00,960
B001640,C04636,2025-09-05 09:19:00,314
B001641,C04639,2025-06-01 10:01:00,1096
B001642,C04642,2025-09-16 02:11:00,424
B001643,C04644,2025-08-30 10:23:00,297
B001644,C04647,2025-07-28 01:04:00,805
B001645,C04649,2025-08-06 14:28:00,427
B001646,C04653,2025-06-01 06:37:00,1263
B001647,C04657,2025-12-21 00:56:00,781
B001648,C04659,2025-12-28 09:25:00,1440
B001649,C04665,2025-10-22 22:01:00,178
B001650,C04666,2025-09-16 03:25:00,804
B001651,C04667,2025-08-26 08:00:00,256
B001652,C04671,2025-06-25 16:16:00,571
B001653,C04672,2025-09-15 22:30:00,1436
B001654,C04674,2025-02-17 03:36:00,1366
B001655,C04678,2025-04-09 03:04:00,1184
B001656,C04685,2025-10-12 11:05:00,520
B001657,C04689,2025-09-02 12:07:00,1092
B001658,C04695,2025-07-27 22:22:00,1236
B001659,C04696,2025-08-07 00:09:00,897
B001660,C04698,2025-05-15 07:55:00,1099
B001661,C04703,2025-09-16 15:52:00,417
B001662,C04706,2025-07-09 22:35:00,199
B001663,C04707,2025-07-07 14:17:00,601
B001664,C04709,2025-11-17 08:17:00,283
B001665,C04710,2025-09-20 21:46:00,1356
B001666,C04711,2025-03-16 04:46:00,343
B001667,C04712,2025-03-17 11:56:00,646
B001668,C04713,2025-02-26 18:58:00,342
B001669,C04715,2025-04-08 05:55:00,789
B001670,C04719,2025-09-29 14:13:00,1158
B001671,C04721,2025-03-17 06:24:00,1421
B001672,C04725,2025-11-22 21:00:00,1447
B001673,C04732,2025-10-24 01:32:00,1215
B001674,C04733,2025-04-02 10:48:00,348
B001675,C04735,2025-02-08 04:55:00,399
B001676,C04737,2025-06-09 11:46:00,1335
B001677,C04739,2025-02-17 01:29:00,1253
B001678,C04742,2025-11-25 08:51:00,212
B001679,C04743,2025-05-10 02:51:00,431
B001680,C04746,2025-04-27 21:22:00,156
B001681,C04757,2025-06-18 19:52:00,1463
B001682,C04759,2025-09-19 04:06:00,1161
B001683,C04762,2025-08-17 19:57:00,758
B001684,C04770,2025-07-19 14:28:00,1079
B001685,C04771,2025-05-20 05:01:00,1306
B001686,C04773,2025-06-12 21:35:00,1028
B001687,C04778,2025-05-01 00:19:00,503
B001688,C04779,2025-01-31 10:21:00,142
B001689,C04783,2025-09-29 07:46:00,563
B001690,C04785,2025-07-08 00:15:00,1240
B001691,C04788,2025-06-16 00:29:00,1002
B001692,C04794,2025-05-12 12:24:00,1022
B001693,C04795,2025-02-01 15:04:00,176
B001694,C04800,2025-06-04 02:33:00,499
B001695,C04806,2025-08-08 11:24:00,1340
B001696,C04811,2025-10-07 17:24:00,321
B001697,C04812,2025-02-17 04:26:00,1029
B001698,C04815,2025-09-17 04:03:00,793
B001699,C04816,2025-12-12 21:10:00,693
B001700,C04817,2025-12-24 09:43:00,285
B001701,C04823,2025-06-13 01:21:00,708
B001702,C04825,2025-01-11 15:35:00,1407
B001703,C04828,2025-04-11 04:07:00,950
B001704,C04829,2025-12-21 20:40:00,315
B001705,C04833,2025-05-29 14:44:00,920
B001706,C04835,2025-07-26 08:27:00,790
B001707,C04837,2025-04-20 07:55:00,741
B001708,C04841,2025-11-21 00:33:00,574
B001709,C04843,2025-12-25 05:58:00,402
B001710,C04845,2025-04-24 14:50:00,1373
B001711,C04847,2025-12-30 18:05:00,1067
B001712,C04848,2025-10-07 19:21:00,452
B001713,C04863,2025-10-20 18:13:00,1418
B001714,C04869,2025-02-22 09:58:00,462
B001715,C04870,2026-01-04 03:09:00,745
B001716,C04872,2025-10-06 16:36:00,594
B001717,C04875,2025-05-20 02:08:00,1289
B001718,C04876,2025-03-05 17:23:00,541
B001719,C04878,2025-05-31 01:11:00,793
B001720,C04879,2025-01-31 01:16:00,104
B001721,C04880,2025-12-12 06:54:00,1472
B001722,C04883,2025-12-25 08:28:00,943
B001723,C04885,2025-02-18 15:34:00,916
B001724,C04886,2025-04-10 00:12:00,1217
B001725,C04888,2025-04-07 07:34:00,660
B001726,C04890,2025-11-19 01:55:00,964
B001727,C04895,2025-04-18 01:40:00,563
B001728,C04896,2025-05-01 07:32:00,549
B001729,C04909,2025-09-03 01:23:00,934
B001730,C04910,2025-08-05 12:50:00,1482
B001731,C04913,2025-06-02 11:55:00,1479
B001732,C04919,2025-08-12 18:39:00,1247
B001733,C04920,2025-01-26 14:07:00,1018
B001734,C04921,2025-04-11 23:50:00,1358
B001735,C04925,2025-04-25 14:28:00,746
B001736,C04927,2025-03-09 19:49:00,1212
B001737,C04928,2025-04-26 15:46:00,1100
B001738,C04933,2025-03-01 21:21:00,841
B001739,C04937,2025-05-17 13:13:00,997
B001740,C04940,2025-06-20 00:37:00,335
B001741,C04941,2025-07-16 13:11:00,1068
B001742,C04944,2025-07-25 09:51:00,1473
B001743,C04947,2025-04-25 00:39:00,907
B001744,C04949,2025-04-07 08:43:00,766
B001745,C04950,2025-05-02 09:21:00,1357
B001746,C04962,2025-06-30 09:38:00,390
B001747,C04963,2025-05-29 19:14:00,1113
B001748,C04964,2025-06-03 07:58:00,1009
B001749,C04965,2025-10-31 23:16:00,159
B001750,C04969,2025-07-07 19:42:00,424
B001751,C04974,2025-09-24 23:41:00,529
B001752,C04975,2025-08-30 17:51:00,174
B001753,C04976,2025-03-13 22:23:00,1156
B001754,C04977,2025-05-06 10:56:00,470
B001755,C04981,2025-10-21 14:04:00,340
B001756,C04983,2025-01-26 13:43:00,756
B001757,C04984,2025-06-14 05:58:00,1024
B001758,C04985,2025-09-06 14:14:00,841
B001759,C04986,2025-12-11 14:07:00,1408
B001760,C04987,2025-03-27 15:01:00,590
B001761,C04991,2025-07-19 03:59:00,190
B001762,C04992,2025-02-11 16:45:00,240
B001763,C04994,2025-04-12 21:50:00,1137
B001764,C04999,2025-12-22 11:39:00,947
B001765,C05000,2025-05-12 20:58:00,221
B001766,C05002,2025-03-02 11:08:00,1002
B001767,C05008,2025-07-25 03:46:00,459
B001768,C05013,2025-04-10 02:16:00,1085
B001769,C05021,2025-08-19 17:02:00,1364
B001770,C05025,2025-06-24 15:30:00,201
B001771,C05030,2025-11-15 03:39:00,323
B001772,C05034,2026-01-01 19:49:00,1064
B001773,C05036,2025-10-06 22:39:00,1282
B001774,C05037,2025-12-16 20:57:00,361
B001775,C05042,2025-06-22 19:56:00,369
B001776,C05045,2025-11-29 05:20:00,974
B001777,C05046,2025-12-26 17:11:00,908
B001778,C05047,2025-12-28 05:09:00,246
B001779,C05049,2025-03-13 23:23:00,993
B001780,C05050,2025-12-24 04:29:00,1319
B001781,C05051,2025-04-16 05:19:00,309
B001782,C05058,2025-04-08 09:25:00,446
B001783,C05059,2025-04-22 17:14:00,749
B001784,C05061,2025-01-20 13:30:00,1205
B001785,C05063,2025-01-19 11:56:00,1000
B001786,C05065,2025-03-16 18:22:00,948
B001787,C05066,2025-09-02 02:02:00,292
B001788,C05067,2025-06-19 02:23:00,114
B001789,C05070,2025-11-11 13:02:00,1485
B001790,C05071,2025-12-21 05:32:00,1084
B001791,C05077,2025-03-04 20:51:00,1118
B001792,C05078,2025-10-13 00:40:00,457
B001793,C05080,2025-08-12 00:01:00,1452
B001794,C05084,2025-04-25 04:59:00,1295
