customer_id,country,signup_date,acquisition_campaign_id
C05021,Indonesia,2025-09-08,CMP001
C05022,Thailand,2025-12-16,
C05023,Thailand,2025-06-16,
C05024,Indonesia,2025-07-24,
C05025,Indonesia,2025-07-19,CMP003
C05026,Thailand,2025-02-25,CMP004
C05027,Indonesia,2025-03-06,
C05028,Indonesia,2025-09-14,
C05029,Indonesia,2025-12-17,
C05030,Thailand,2025-12-14,
C05031,Singapore,2025-08-08,CMP002
C05032,Indonesia,2025-01-05,CMP005
C05033,Indonesia,2025-05-29,
C05034,Thailand,2025-02-12,
C05035,Thailand,2025-05-07,
C05036,Indonesia,2025-09-19,CMP003
C05037,Thailand,2025-05-24,CMP004
C05038,Singapore,2025-05-15,
C05039,Thailand,2025-05-07,
C05040,Indonesia,2025-08-08,CMP003
C05041,Thailand,2025-12-28,
C05042,Thailand,2025-02-22,
C05043,Thailand,2025-09-15,CMP004
C05044,Singapore,2025-04-07,
C05045,Thailand,2025-10-30,CMP001
C05046,Indonesia,2025-03-18,CMP004
C05047,Indonesia,2025-03-09,CMP004
C05048,Singapore,2025-05-21,CMP004
C05049,Indonesia,2025-03-16,CMP001
C05050,Indonesia,2025-11-12,CMP003
C05051,Indonesia,2025-01-27,CMP002
C05052,Indonesia,2025-09-26,
C05053,Singapore,2025-11-21,
C05054,Indonesia,2025-04-24,
C05055,Indonesia,2025-09-03,
C05056,Thailand,2025-08-07,
C05057,Indonesia,2025-06-05,CMP003
C05058,Indonesia,2025-07-06,CMP004
C05059,Thailand,2025-06-29,CMP003
C05060,Indonesia,2025-05-07,
C05061,Indonesia,2025-01-25,CMP003
C05062,Indonesia,2025-01-01,
C05063,Indonesia,2025-06-14,CMP002
C05064,Indonesia,2025-08-30,
C05065,Indonesia,2025-11-07,CMP005
C05066,Indonesia,2025-04-05,CMP001
C05067,Indonesia,2025-09-09,
C05068,Indonesia,2025-06-05,
C05069,Indonesia,2025-12-09,
C05070,Thailand,2025-10-10,CMP003
C05071,Indonesia,2025-03-08,CMP004
C05072,Thailand,2025-07-05,
C05073,Indonesia,2025-10-29,
C05074,Indonesia,2025-07-10,CMP004
C05075,Indonesia,2025-05-22,
C05076,Indonesia,2025-07-16,
C05077,Indonesia,2025-02-24,CMP003
C05078,Indonesia,2025-11-05,
C05079,Singapore,2025-10-28,CMP003
C05080,Thailand,2025-12-02,
C05081,Thailand,2025-04-09,
C05082,Indonesia,2025-02-20,
C05083,Thailand,2025-10-07,
C05084,Thailand,2025-06-04,CMP008
C05085,Indonesia,2025-04-14,
C05086,Indonesia,2025-03-20,
C05087,Indonesia,2025-04-09,
C05088,Indonesia,2025-12-31,
C05089,Singapore,2025-10-14,CMP002
C05090,Indonesia,2025-07-07,CMP005
C05091,Singapore,2025-03-02,CMP001
C05092,Indonesia,2025-02-04,
C05093,Singapore,2025-09-26,CMP003
C05094,Thailand,2025-09-15,
C05095,Indonesia,2025-03-27,
C05096,Singapore,2025-12-23,
C05097,Indonesia,2025-05-29,CMP002
C05098,Indonesia,2025-10-17,
C05099,Indonesia,2025-12-22,
C05100,Indonesia,2025-07-23,
C05101,Singapore,2025-09-30,CMP004
C05102,Indonesia,2025-02-08,CMP001
C05103,Indonesia,2025-09-18,CMP003
C05104,Indonesia,2025-07-19,CMP004
C05105,Indonesia,2025-05-20,
C05106,Indonesia,2025-01-02,CMP001
C05107,Indonesia,2025-04-22,CMP005
C05108,Singapore,2025-01-05,CMP004
C05109,Indonesia,2025-09-20,CMP002
C05110,Thailand,2025-12-29,
C05111,Indonesia,2025-05-13,
C05112,Indonesia,2025-04-23,
C05113,Indonesia,2025-05-18,CMP002
C05114,Indonesia,2025-03-29,CMP005
C05115,Indonesia,2025-10-01,
C05116,Thailand,2025-01-21,
C05117,Singapore,2025-05-23,CMP005
C05118,Singapore,2025-05-19,CMP001
C05119,Thailand,2025-01-27,CMP001
C05120,Singapore,2025-05-08,CMP003
C05121,Indonesia,2025-04-18,CMP004
C05122,Thailand,2025-01-01,
C05123,Thailand,2025-11-20,CMP005
C05124,Indonesia,2025-07-08,
C05125,Singapore,2025-12-28,
C05126,Thailand,2025-05-16,CMP004
C05127,Singapore,2025-07-29,CMP003
C05128,Indonesia,2025-05-31,
C05129,Thailand,2025-01-30,CMP002
C05130,Thailand,2025-01-06,
C05131,Thailand,2025-04-23,
C05132,Indonesia,2025-05-24,CMP002
C05133,Indonesia,2025-01-09,CMP004
C05134,Indonesia,2025-10-26,
C05135,Indonesia,2025-12-19,
C05136,Indonesia,2025-12-01,
C05137,Thailand,2025-11-17,CMP002
C05138,Indonesia,2025-10-10,
C05139,Indonesia,2025-08-15,CMP003
C05140,Indonesia,2025-05-18,
C05141,Thailand,2025-11-19,CMP004
C05142,Indonesia,2025-07-22,CMP004
C05143,Thailand,2025-04-29,CMP003
C05144,Indonesia,2025-08-11,
C05145,Indonesia,2025-09-03,
C05146,Indonesia,2025-04-03,
C05147,Indonesia,2025-04-01,CMP002
C05148,Singapore,2025-09-09,CMP004
C05149,Thailand,2025-04-03,CMP005
C05150,Indonesia,2025-01-11,CMP002
C05151,Thailand,2025-04-01,
C05152,Thailand,2025-12-18,
C05153,Indonesia,2025-02-05,CMP004
C05154,Indonesia,2025-08-07,
C05155,Singapore,2025-11-27,
C05156,Thailand,2025-02-21,CMP002
C05157,Thailand,2025-03-12,
C05158,Thailand,2025-01-07,
C05159,Indonesia,2025-07-13,CMP002
C05160,Thailand,2025-02-26,
C05161,Singapore,2025-11-26,CMP003
C05162,Indonesia,2025-03-09,CMP002
C05163,Indonesia,2025-02-12,
C05164,Indonesia,2025-11-18,
C05165,Singapore,2025-01-05,CMP004
C05166,Indonesia,2025-02-24,
C05167,Singapore,2025-06-23,
C05168,Indonesia,2025-02-13,
C05169,Thailand,2025-09-03,
C05170,Thailand,2025-08-16,
C05171,Indonesia,2025-06-07,CMP003
C05172,Indonesia,2025-03-21,
C05173,Thailand,2025-10-06,CMP001
C05174,Indonesia,2025-11-18,
C05175,Thailand,2025-01-11,
C05176,Indonesia,2025-02-22,CMP001
C05177,Indonesia,2025-02-22,
C05178,Indonesia,2025-08-01,CMP004
C05179,Indonesia,2025-04-25,
C05180,Indonesia,2025-08-07,CMP003
C05181,Thailand,2025-06-30,CMP005
C05182,Singapore,2025-04-26,
C05183,Indonesia,2025-12-17,
C05184,Indonesia,2025-02-27,
C05185,Indonesia,2025-02-26,CMP004
C05186,Indonesia,2025-05-25,
C05187,Indonesia,2025-11-12,
C05188,Singapore,2025-07-04,CMP004
C05189,Singapore,2025-02-13,
C05190,Indonesia,2025-11-06,CMP004
C05191,Indonesia,2025-08-08,
C05192,Indonesia,2025-11-04,CMP001
C05193,Indonesia,2025-08-06,
C05194,Thailand,2025-12-08,
C05195,Thailand,2025-11-16,
C05196,Singapore,2025-06-28,
C05197,Singapore,2025-05-19,
C05198,Indonesia,2025-12-05,
C05199,Thailand,2025-05-16,
C05200,Thailand,2025-12-31,
C05201,Singapore,2025-01-02,
C05202,Thailand,2025-03-18,CMP002
C05203,Indonesia,2025-03-17,
C05204,Indonesia,2025-07-19,CMP004
C05205,Thailand,2025-09-02,CMP004
C05206,Indonesia,2025-02-27,
C05207,Indonesia,2025-05-23,
C05208,Singapore,2025-06-15,
C05209,Thailand,2025-04-04,
C05210,Indonesia,2025-06-30,
C05211,Indonesia,2025-08-06,CMP004
C05212,Thailand,2025-07-31,CMP002
C05213,Indonesia,2025-11-22,
C05214,Singapore,2025-12-01,
C05215,Indonesia,2025-07-16,
C05216,Indonesia,2025-09-12,CMP004
C05217,Indonesia,2025-09-10,
C05218,Indonesia,2025-04-28,CMP005
C05219,Thailand,2025-10-25,
C05220,Indonesia,2025-09-27,
C05221,Thailand,2025-12-22,
C05222,Thailand,2025-04-23,
C05223,Indonesia,2025-05-01,CMP001
C05224,Singapore,2025-04-15,CMP005
C05225,Indonesia,2025-01-09,
C05226,Singapore,2025-08-31,
C05227,Indonesia,2025-02-26,
C05228,Indonesia,2025-06-28,
C05229,Indonesia,2025-03-13,CMP003
C05230,Thailand,2025-03-15,CMP001
C05231,Singapore,2025-10-10,
C05232,Indonesia,2025-08-04,CMP002
C05233,Indonesia,2025-04-25,
C05234,Indonesia,2025-03-12,
C05235,Thailand,2025-12-23,
C05236,Thailand,2025-07-13,
C05237,Singapore,2025-12-23,
C05238,Indonesia,2025-07-10,CMP001
C05239,Thailand,2025-02-24,CMP002
C05240,Indonesia,2025-02-07,CMP004
C05241,Singapore,2025-11-01,CMP001
C05242,Indonesia,2025-01-16,
C05243,Indonesia,2025-03-14,CMP001
C05244,Indonesia,2025-02-09,CMP001
C05245,Indonesia,2025-08-02,
C05246,Indonesia,2025-04-04,CMP002
C05247,Thailand,2025-03-13,
C05248,Singapore,2025-12-24,
C05249,Indonesia,2025-08-29,
C05250,Indonesia,2025-06-22,
C05251,Thailand,2025-11-27,
C05252,Indonesia,2025-05-27,
C05253,Singapore,2025-01-31,
C05254,Thailand,2025-01-17,
C05255,Indonesia,2025-03-30,CMP001
C05256,Indonesia,2025-01-06,
C05257,Thailand,2025-08-05,CMP004
C05258,Indonesia,2025-08-21,
C05259,Singapore,2025-05-13,CMP002
C05260,Indonesia,2025-09-14,
C05261,Indonesia,2025-04-27,
C05262,Indonesia,2025-03-22,
C05263,Indonesia,2025-02-17,CMP001
C05264,Thailand,2025-03-06,
C05265,Thailand,2025-07-25,
C05266,Indonesia,2025-04-23,CMP005
C05267,Thailand,2025-10-14,
C05268,Thailand,2025-02-09,
C05269,Indonesia,2025-08-28,CMP002
C05270,Thailand,2025-12-01,
C05271,Indonesia,2025-07-14,
C05272,Thailand,2025-07-10,
C05273,Indonesia,2025-04-10,
C05274,Indonesia,2025-02-23,CMP005
C05275,Thailand,2025-11-05,CMP001
C05276,Indonesia,2025-06-21,
C05277,Indonesia,2025-05-25,
C05278,Indonesia,2025-02-24,CMP005
C05279,Indonesia,2025-11-02,CMP001
C05280,Indonesia,2025-06-08,CMP003
C05281,Thailand,2025-04-14,
C05282,Indonesia,2025-01-17,CMP005
C05283,Singapore,2025-02-13,CMP002
C05284,Indonesia,2025-10-17,CMP002
C05285,Indonesia,2025-09-05,
C05286,Indonesia,2025-06-11,
C05287,Indonesia,2025-06-08,
C05288,Thailand,2025-07-02,
C05289,Indonesia,2025-07-23,
C05290,Thailand,2025-06-11,
C05291,Singapore,2025-07-02,CMP005
C05292,Thailand,2025-12-26,
C05293,Indonesia,2025-06-19,CMP004
C05294,Indonesia,2025-09-15,CMP002
C05295,Indonesia,2025-03-18,
C05296,Indonesia,2025-07-15,CMP003
C05297,Indonesia,2025-01-20,
C05298,Thailand,2025-03-19,
C05299,Singapore,2025-02-10,
C05300,Singapore,2025-02-17,CMP001
C05301,Singapore,2025-04-29,CMP004
C05302,Thailand,2025-12-15,
C05303,Singapore,2025-03-24,
C05304,Indonesia,2025-09-14,
C05305,Thailand,2025-11-08,CMP004
C05306,Indonesia,2025-06-24,
C05307,Indonesia,2025-03-09,CMP003
C05308,Thailand,2025-07-04,
C05309,Indonesia,2025-08-09,
C05310,Thailand,2025-12-31,
C05311,Indonesia,2025-07-18,
C05312,Thailand,2025-11-09,
C05313,Indonesia,2025-03-20,
C05314,Indonesia,2025-09-12,CMP002
C05315,Indonesia,2025-01-08,
C05316,Indonesia,2025-06-08,CMP002
C05317,Indonesia,2025-02-14,
C05318,Indonesia,2025-08-21,CMP003
C05319,Indonesia,2025-06-01,
C05320,Indonesia,2025-05-24,
C05321,Indonesia,2025-06-30,
C05322,Thailand,2025-04-02,
C05323,Indonesia,2025-08-24,CMP002
C05324,Singapore,2025-08-31,CMP004
C05325,Thailand,2025-08-15,
C05326,Singapore,2025-03-13,CMP002
C05327,Indonesia,2025-10-19,CMP001
C05328,Singapore,2025-07-06,CMP002
C05329,Indonesia,2025-07-25,
C05330,Singapore,2025-11-14,
C05331,Indonesia,2025-03-08,CMP003
C05332,Thailand,2025-09-20,
C05333,Indonesia,2025-06-10,CMP002
C05334,Indonesia,2025-12-16,
C05335,Indonesia,2025-08-19,CMP002
C05336,Indonesia,2025-12-16,
C05337,Indonesia,2025-11-26,
C05338,Thailand,2025-05-06,
C05339,Indonesia,2025-10-15,
C05340,Indonesia,2025-02-23,
C05341,Indonesia,2025-03-23,CMP001
C05342,Indonesia,2025-02-07,
C05343,Thailand,2025-08-25,
C05344,Indonesia,2025-06-28,CMP004
C05345,Indonesia,2025-11-25,CMP002
C05346,Indonesia,2025-08-27,CMP005
C05347,Thailand,2025-04-03,
C05348,Thailand,2025-07-23,CMP001
C05349,Indonesia,2025-04-13,
C05350,Indonesia,2025-02-03,
C05351,Indonesia,2025-11-06,
C05352,Thailand,2025-12-26,
C05353,Indonesia,2025-02-28,
C05354,Indonesia,2025-01-20,
C05355,Indonesia,2025-08-29,CMP001
C05356,Indonesia,2025-04-20,
C05357,Singapore,2025-01-17,CMP005
C05358,Indonesia,2025-07-14,
C05359,Thailand,2025-07-05,
C05360,Indonesia,2025-08-31,CMP002
C05361,Singapore,2025-04-19,
C05362,Indonesia,2025-12-17,CMP001
C05363,Thailand,2025-05-10,CMP003
C05364,Indonesia,2025-02-12,
C05365,Indonesia,2025-05-21,
C05366,Singapore,2025-06-02,CMP001
C05367,Singapore,2025-08-20,
C05368,Indonesia,2025-09-26,
C05369,Indonesia,2025-05-13,
C05370,Indonesia,2025-01-28,
C05371,Indonesia,2025-08-08,
C05372,Indonesia,2025-06-02,
C05373,Singapore,2025-06-28,
C05374,Indonesia,2025-09-04,
C05375,Thailand,2025-12-19,
C05376,Indonesia,2025-12-23,
C05377,Indonesia,2025-12-21,
C05378,Indonesia,2025-01-06,CMP002
C05379,Indonesia,2025-11-02,
C05380,Indonesia,2025-12-08,
C05381,Indonesia,2025-03-16,
C05382,Indonesia,2025-06-12,
C05383,Singapore,2025-08-23,
C05384,Singapore,2025-09-13,
C05385,Thailand,2025-02-28,CMP001
C05386,Indonesia,2025-12-12,
C05387,Thailand,2025-09-24,CMP001
C05388,Singapore,2025-08-19,
C05389,Thailand,2025-03-06,CMP001
C05390,Singapore,2025-11-24,
C05391,Indonesia,2025-02-19,
C05392,Indonesia,2025-04-07,CMP002
C05393,Thailand,2025-10-07,CMP004
C05394,Indonesia,2025-11-04,
C05395,Indonesia,2025-06-28,CMP003
C05396,Singapore,2025-04-08,CMP002
C05397,Singapore,2025-10-23,CMP002
C05398,Thailand,2025-07-09,
C05399,Indonesia,2025-01-09,CMP001
C05400,Indonesia,2025-06-07,CMP001
C05401,Thailand,2025-03-05,CMP003
C05402,Singapore,2025-11-29,
C05403,Indonesia,2025-07-31,CMP002
C05404,Thailand,2025-06-30,
C05405,Indonesia,2025-08-07,CMP002
C05406,Indonesia,2025-06-21,CMP005
C05407,Indonesia,2025-04-01,
C05408,Indonesia,2025-07-11,
C05409,Indonesia,2025-11-01,CMP001
C05410,Indonesia,2025-08-12,
C05411,Thailand,2025-12-04,
C05412,Thailand,2025-08-12,CMP002
C05413,Thailand,2025-12-26,
C05414,Singapore,2025-02-20,
C05415,Indonesia,2025-02-23,
C05416,Thailand,2025-01-09,CMP001
C05417,Indonesia,2025-07-30,
C05418,Singapore,2025-11-16,
C05419,Thailand,2025-02-21,CMP002
C05420,Indonesia,2025-09-15,
C05421,Thailand,2025-01-17,CMP003
C05422,Indonesia,2025-08-04,
C05423,Indonesia,2025-08-21,
C05424,Indonesia,2025-02-28,CMP004
C05425,Singapore,2025-08-29,CMP004
C05426,Singapore,2025-06-29,CMP005
C05427,Indonesia,2025-08-26,
C05428,Thailand,2025-11-27,
C05429,Indonesia,2025-07-22,
C05430,Thailand,2025-07-11,
C05431,Indonesia,2025-09-17,CMP002
C05432,Indonesia,2025-12-04,
C05433,Thailand,2025-08-01,
C05434,Singapore,2025-01-03,CMP004
C05435,Indonesia,2025-08-01,
C05436,Indonesia,2025-01-14,
C05437,Thailand,2025-07-11,CMP003
C05438,Thailand,2025-09-23,
C05439,Indonesia,2025-11-04,CMP002
C05440,Singapore,2025-03-29,CMP003
C05441,Indonesia,2025-08-09,
C05442,Indonesia,2025-07-20,CMP005
C05443,Indonesia,2025-11-26,
C05444,Thailand,2025-01-27,
C05445,Indonesia,2025-10-23,CMP002
C05446,Indonesia,2025-11-22,
C05447,Indonesia,2025-03-30,CMP005
C05448,Indonesia,2025-06-12,CMP001
C05449,Indonesia,2025-08-12,
C05450,Thailand,2025-12-30,
C05451,Indonesia,2025-09-16,CMP001
C05452,Thailand,2025-10-23,CMP001
C05453,Singapore,2025-11-18,
C05454,Indonesia,2025-10-11,
C05455,Indonesia,2025-06-15,
C05456,Indonesia,2025-02-17,CMP004
C05457,Thailand,2025-01-06,CMP002
C05458,Indonesia,2025-10-31,
C05459,Thailand,2025-11-13,CMP001
C05460,Indonesia,2025-02-10,
C05461,Thailand,2025-01-13,
C05462,Singapore,2025-03-08,CMP001
C05463,Thailand,2025-11-21,
C05464,Indonesia,2025-07-03,CMP001
C05465,Singapore,2025-12-01,
C05466,Indonesia,2025-06-02,CMP003
C05467,Thailand,2025-05-06,CMP004
C05468,Thailand,2025-07-13,
C05469,Indonesia,2025-12-04,CMP004
C05470,Singapore,2025-02-12,
C05471,Indonesia,2025-11-18,
C05472,Singapore,2025-10-24,CMP002
C05473,Indonesia,2025-02-26,
C05474,Indonesia,2025-11-02,CMP001
C05475,Indonesia,2025-03-14,CMP002
C05476,Indonesia,2025-04-03,CMP001
C05477,Thailand,2025-09-11,CMP001
C05478,Indonesia,2025-04-17,
C05479,Thailand,2025-09-09,CMP003
C05480,Indonesia,2025-07-31,
C05481,Indonesia,2025-11-17,
C05482,Indonesia,2025-12-18,
C05483,Thailand,2025-06-10,
C05484,Thailand,2025-08-19,CMP003
C05485,Indonesia,2025-04-03,CMP002
C05486,Thailand,2025-04-02,CMP002
C05487,Thailand,2025-11-20,
C05488,Indonesia,2025-01-17,CMP001
C05489,Singapore,2025-06-25,
C05490,Singapore,2025-09-05,
C05491,Indonesia,2025-11-04,CMP003
C05492,Indonesia,2025-03-23,
C05493,Singapore,2025-05-11,CMP001
C05494,Thailand,2025-04-09,
C05495,Indonesia,2025-10-02,CMP004
C05496,Thailand,2025-09-20,
C05497,Singapore,2025-04-21,
C05498,Singapore,2025-02-28,CMP003
C05499,Indonesia,2025-01-16,
C05500,Indonesia,2025-04-23,
C05501,Singapore,2025-12-21,
C05502,Indonesia,2025-05-18,CMP001
C05503,Singapore,2025-04-13,
C05504,Thailand,2025-06-28,CMP003
C05505,Indonesia,2025-11-30,
C05506,Indonesia,2025-09-11,CMP004
C05507,Singapore,2025-07-24,
C05508,Indonesia,2025-05-09,
C05509,Thailand,2025-12-18,
C05510,Singapore,2025-05-24,CMP002
C05511,Indonesia,2025-02-22,CMP003
C05512,Indonesia,2025-10-28,CMP003
C05513,Singapore,2025-04-16,
C05514,Indonesia,2025-09-07,CMP001
C05515,Indonesia,2025-08-17,
C05516,Thailand,2025-05-20,CMP003
C05517,Indonesia,2025-11-15,CMP002
C05518,Indonesia,2025-07-16,
C05519,Indonesia,2025-10-18,CMP002
C05520,Thailand,2025-11-20,
C05521,Indonesia,2025-08-19,
C05522,Singapore,2025-01-18,
C05523,Indonesia,2025-05-10,CMP001
C05524,Thailand,2025-05-31,
C05525,Singapore,2025-11-27,
C05526,Indonesia,2025-09-29,
C05527,Indonesia,2025-01-16,CMP003
C05528,Indonesia,2025-06-15,CMP001
C05529,Indonesia,2025-04-06,CMP003
C05530,Indonesia,2025-02-07,CMP003
C05531,Indonesia,2025-07-10,CMP001
C05532,Indonesia,2025-06-10,
C05533,Thailand,2025-06-13,CMP002
C05534,Indonesia,2025-06-18,
C05535,Thailand,2025-10-18,CMP002
C05536,Indonesia,2025-04-30,
C05537,Indonesia,2025-07-17,
C05538,Indonesia,2025-04-19,
C05539,Indonesia,2025-02-22,
C05540,Singapore,2025-11-08,CMP002
C05541,Indonesia,2025-12-10,
C05542,Indonesia,2025-11-27,CMP003
C05543,Indonesia,2025-08-11,CMP003
C05544,Indonesia,2025-06-13,
C05545,Thailand,2025-01-26,
C05546,Indonesia,2025-09-13,CMP005
C05547,Indonesia,2025-05-21,CMP005
C05548,Indonesia,2025-03-05,CMP001
C05549,Indonesia,2025-11-04,CMP004
C05550,Indonesia,2025-07-16,
C05551,Indonesia,2025-01-11,CMP003
C05552,Thailand,2025-11-26,
C05553,Singapore,2025-10-22,
C05554,Indonesia,2025-08-25,
C05555,Indonesia,2025-07-26,CMP005
C05556,Singapore,2025-10-01,CMP004
C05557,Indonesia,2025-01-21,CMP001
C05558,Indonesia,2025-01-09,CMP004
C05559,Thailand,2025-02-18,CMP004
C05560,Thailand,2025-08-01,CMP004
C05561,Indonesia,2025-05-21,
C05562,Indonesia,2025-06-27,
C05563,Thailand,2025-10-12,CMP002
C05564,Thailand,2025-09-10,
C05565,Indonesia,2025-07-21,CMP001
C05566,Indonesia,2025-08-21,
C05567,Singapore,2025-11-25,
C05568,Thailand,2025-03-04,
C05569,Indonesia,2025-11-13,
C05570,Indonesia,2025-04-25,CMP004
C05571,Indonesia,2025-01-06,CMP003
C05572,Singapore,2025-06-15,CMP002
C05573,Indonesia,2025-08-12,
C05574,Indonesia,2025-02-15,CMP003
C05575,Thailand,2025-07-08,
C05576,Singapore,2025-10-03,
C05577,Singapore,2025-12-19,
C05578,Singapore,2025-05-13,
C05579,Indonesia,2025-01-23,
C05580,Indonesia,2025-06-05,CMP005
C05581,Thailand,2025-06-18,
C05582,Indonesia,2025-07-14,CMP002
C05583,Singapore,2025-03-29,
C05584,Indonesia,2025-10-26,
C05585,Indonesia,2025-03-06,
C05586,Thailand,2025-03-17,
C05587,Thailand,2025-07-31,
C05588,Indonesia,2025-12-09,
C05589,Indonesia,2025-09-28,CMP005
C05590,Thailand,2025-09-02,CMP004
C05591,Indonesia,2025-05-24,
C05592,Indonesia,2025-09-05,CMP001
C05593,Thailand,2025-05-16,CMP004
C05594,Indonesia,2025-12-31,
C05595,Thailand,2025-10-13,CMP005
C05596,Thailand,2025-05-05,
C05597,Thailand,2025-04-16,
C05598,Singapore,2025-02-08,
C05599,Indonesia,2025-01-31,
C05600,Indonesia,2025-12-10,
C05601,Indonesia,2025-07-17,
C05602,Indonesia,2025-02-23,
C05603,Thailand,2025-10-30,CMP003
C05604,Singapore,2025-09-21,
C05605,Thailand,2025-06-09,
C05606,Indonesia,2025-12-02,
C05607,Indonesia,2025-09-16,
C05608,Indonesia,2025-03-08,
C05609,Indonesia,2025-07-06,
C05610,Singapore,2025-08-20,
C05611,Indonesia,2025-09-20,CMP003
C05612,Indonesia,2025-07-24,
C05613,Indonesia,2025-05-23,CMP004
C05614,Indonesia,2025-12-18,
C05615,Thailand,2025-10-23,CMP004
C05616,Indonesia,2025-03-17,CMP005
C05617,Thailand,2025-02-24,CMP005
C05618,Indonesia,2025-05-04,CMP004
C05619,Indonesia,2025-08-24,
C05620,Indonesia,2025-01-15,CMP002
C05621,Indonesia,2025-09-29,CMP003
C05622,Indonesia,2025-05-16,CMP004
C05623,Indonesia,2025-10-09,
C05624,Indonesia,2025-08-09,
C05625,Indonesia,2025-07-23,CMP002
C05626,Indonesia,2025-09-18,CMP003
C05627,Indonesia,2025-08-14,
C05628,Indonesia,2025-02-20,CMP002
C05629,Thailand,2025-07-15,
C05630,Indonesia,2025-08-05,
C05631,Indonesia,2025-04-07,
C05632,Indonesia,2025-11-01,
C05633,Indonesia,2025-11-08,
C05634,Indonesia,2025-08-10,
C05635,Thailand,2025-01-26,
C05636,Indonesia,2025-02-26,
C05637,Singapore,2025-01-28,CMP004
C05638,Indonesia,2025-10-22,CMP002
C05639,Indonesia,2025-02-03,
C05640,Indonesia,2025-05-22,CMP003
C05641,Thailand,2025-11-14,CMP003
C05642,Indonesia,2025-07-27,
C05643,Indonesia,2025-02-21,
C05644,Indonesia,2025-12-21,
C05645,Indonesia,2025-04-16,
C05646,Indonesia,2025-04-15,CMP005
C05647,Thailand,2025-05-28,
C05648,Thailand,2025-05-28,CMP004
C05649,Indonesia,2025-02-18,
C05650,Thailand,2025-12-25,
C05651,Singapore,2025-06-06,
C05652,Indonesia,2025-12-19,
C05653,Thailand,2025-06-11,CMP004
C05654,Indonesia,2025-03-27,CMP002
C05655,Indonesia,2025-08-22,
C05656,Thailand,2025-01-07,CMP001
C05657,Indonesia,2025-08-08,
C05658,Singapore,2025-04-01,
C05659,Indonesia,2025-02-09,CMP004
C05660,Indonesia,2025-01-05,CMP002
C05661,Indonesia,2025-08-31,
C05662,Singapore,2025-09-08,
C05663,Indonesia,2025-08-30,CMP001
C05664,Indonesia,2025-01-09,CMP003
C05665,Thailand,2025-05-29,
C05666,Indonesia,2025-09-26,
C05667,Thailand,2025-03-17,
C05668,Indonesia,2025-02-21,CMP001
C05669,Indonesia,2025-06-21,CMP004
C05670,Singapore,2025-06-29,
C05671,Thailand,2025-05-12,
C05672,Indonesia,2025-05-10,
C05673,Thailand,2025-01-07,CMP003
C05674,Thailand,2025-06-04,CMP003
C05675,Thailand,2025-09-23,CMP004
C05676,Indonesia,2025-11-02,CMP001
C05677,Thailand,2025-05-19,CMP004
C05678,Indonesia,2025-11-24,
C05679,Singapore,2025-07-30,CMP005
C05680,Singapore,2025-12-04,
C05681,Indonesia,2025-07-02,CMP003
C05682,Indonesia,2025-05-06,CMP005
C05683,Singapore,2025-12-23,
C05684,Indonesia,2025-07-04,CMP004
C05685,Indonesia,2025-02-15,
C05686,Thailand,2025-07-13,CMP003
C05687,Singapore,2025-05-21,CMP002
C05688,Indonesia,2025-12-14,
C05689,Singapore,2025-08-19,
C05690,Indonesia,2025-09-27,CMP001
C05691,Indonesia,2025-12-14,
C05692,Indonesia,2025-06-19,CMP005
C05693,Singapore,2025-08-02,
C05694,Indonesia,2025-05-22,
C05695,Indonesia,2025-01-22,
C05696,Indonesia,2025-12-26,
C05697,Indonesia,2025-11-10,CMP001
C05698,Indonesia,2025-08-21,
C05699,Indonesia,2025-06-27,
C05700,Indonesia,2025-01-05,
C05701,Indonesia,2025-12-17,
C05702,Indonesia,2025-12-15,
C05703,Thailand,2025-05-29,
C05704,Indonesia,2025-12-07,
C05705,Indonesia,2025-09-07,CMP001
C05706,Indonesia,2025-05-31,
C05707,Indonesia,2025-01-21,CMP001
C05708,Indonesia,2025-10-31,
C05709,Indonesia,2025-09-08,
C05710,Indonesia,2025-08-09,
C05711,Indonesia,2025-01-01,
C05712,Indonesia,2025-03-12,CMP002
C05713,Thailand,2025-05-26,CMP002
C05714,Thailand,2025-09-15,
C05715,Indonesia,2025-10-15,
C05716,Thailand,2025-02-14,
C05717,Singapore,2025-03-15,
C05718,Indonesia,2025-04-11,CMP003
C05719,Indonesia,2025-02-11,CMP003
C05720,Indonesia,2025-01-17,CMP004
C05721,Indonesia,2025-07-01,CMP004
C05722,Thailand,2025-12-14,CMP003
C05723,Indonesia,2025-08-05,CMP005
C05724,Singapore,2025-02-20,
C05725,Indonesia,2025-06-04,CMP004
C05726,Indonesia,2025-03-30,
C05727,Singapore,2025-12-14,CMP003
C05728,Indonesia,2025-10-24,CMP004
C05729,Indonesia,2025-04-13,
C05730,Indonesia,2025-08-02,CMP002
C05731,Indonesia,2025-06-04,CMP004
C05732,Indonesia,2025-06-02,
C05733,Indonesia,2025-11-18,
C05734,Indonesia,2025-04-04,
C05735,Indonesia,2025-08-12,CMP004
C05736,Indonesia,2025-09-27,CMP003
C05737,Indonesia,2025-06-10,
C05738,Thailand,2025-12-17,
C05739,Indonesia,2025-08-28,CMP001
C05740,Indonesia,2025-08-27,CMP002
C05741,Indonesia,2025-07-30,
C05742,Indonesia,2025-10-14,
C05743,Indonesia,2025-08-04,
C05744,Thailand,2025-03-13,CMP002
