customer_id,country,signup_date,journey_type
C05858,Indonesia,2025-10-19,non_converter
C05859,Indonesia,2025-09-22,converter
C05860,Indonesia,2025-03-02,no_touchpoint
C05861,Thailand,2025-01-27,no_touchpoint
C05862,Indonesia,2025-06-19,no_touchpoint
C05863,Singapore,2025-05-29,non_converter
C05864,Indonesia,2025-05-09,non_converter
C05865,Indonesia,2025-07-03,non_converter
C05866,Singapore,2025-03-22,no_touchpoint
C05867,Indonesia,2025-02-08,non_converter
C05868,Singapore,2025-05-04,non_converter
C05869,Indonesia,2025-11-09,converter
C05870,Thailand,2025-07-24,non_converter
C05871,Thailand,2025-10-07,converter
C05872,Indonesia,2025-02-26,no_touchpoint
C05873,Thailand,2025-05-15,converter
C05874,Indonesia,2025-01-17,non_converter
C05875,Indonesia,2025-05-14,non_converter
C05876,Indonesia,2025-01-31,no_touchpoint
C05877,Thailand,2025-10-08,no_touchpoint
C05878,Singapore,2025-06-18,non_converter
C05879,Singapore,2025-12-06,converter
C05880,Indonesia,2025-02-01,converter
C05881,Thailand,2025-02-07,converter
C05882,Singapore,2025-10-16,non_converter
C05883,Thailand,2025-12-26,converter
C05884,Indonesia,2025-01-19,non_converter
C05885,Singapore,2025-02-06,converter
C05886,Thailand,2025-11-03,non_converter
C05887,Singapore,2025-02-11,no_touchpoint
C05888,Singapore,2025-09-03,converter
C05889,Thailand,2025-05-19,non_converter
C05890,Indonesia,2025-02-23,converter
C05891,Indonesia,2025-09-17,converter
C05892,Indonesia,2025-06-29,converter
C05893,Thailand,2025-06-05,non_converter
C05894,Indonesia,2025-04-27,non_converter
C05895,Indonesia,2025-01-29,converter
C05896,Indonesia,2025-04-11,non_converter
C05897,Thailand,2025-07-14,non_converter
C05898,Indonesia,2025-01-10,non_converter
C05899,Indonesia,2025-01-27,converter
C05900,Thailand,2025-07-13,converter
C05901,Thailand,2025-08-09,non_converter
C05902,Indonesia,2025-10-09,non_converter
C05903,Indonesia,2025-08-13,non_converter
C05904,Singapore,2025-11-12,converter
C05905,Indonesia,2025-07-08,non_converter
C05906,Indonesia,2025-06-25,no_touchpoint
C05907,Indonesia,2025-01-30,non_converter
C05908,Indonesia,2025-02-17,non_converter
C05909,Indonesia,2025-04-27,no_touchpoint
C05910,Indonesia,2025-10-02,no_touchpoint
C05911,Singapore,2025-01-08,no_touchpoint
C05912,Thailand,2025-05-08,non_converter
C05913,Indonesia,2025-02-09,non_converter
C05914,Indonesia,2025-08-13,non_converter
C05915,Indonesia,2025-01-23,converter
C05916,Thailand,2025-11-05,non_converter
C05917,Singapore,2025-05-06,converter
C05918,Thailand,2025-03-08,no_touchpoint
C05919,Thailand,2025-09-03,non_converter
C05920,Indonesia,2025-12-03,non_converter
C05921,Singapore,2025-05-09,no_touchpoint
C05922,Indonesia,2025-04-16,non_converter
C05923,Singapore,2025-07-02,converter
C05924,Indonesia,2025-04-23,no_touchpoint
C05925,Singapore,2025-06-04,non_converter
C05926,Indonesia,2025-10-10,non_converter
C05927,Indonesia,2025-12-01,no_touchpoint
C05928,Indonesia,2025-05-17,non_converter
C05929,Indonesia,2025-10-05,no_touchpoint
C05930,Indonesia,2025-01-28,non_converter
C05931,Thailand,2025-07-30,non_converter
C05932,Indonesia,2025-11-15,non_converter
C05933,Indonesia,2025-02-10,non_converter
C05934,Thailand,2025-03-12,non_converter
C05935,Indonesia,2025-09-24,converter
C05936,Indonesia,2025-10-11,non_converter
C05937,Thailand,2025-07-10,non_converter
C05938,Indonesia,2025-03-14,converter
C05939,Thailand,2025-05-01,non_converter
C05940,Thailand,2025-11-29,converter
C05941,Indonesia,2025-02-28,non_converter
C05942,Indonesia,2025-01-18,converter
C05943,Indonesia,2025-10-29,no_touchpoint
C05944,Indonesia,2025-02-13,non_converter
C05945,Indonesia,2025-11-09,no_touchpoint
C05946,Singapore,2025-01-10,converter
C05947,Indonesia,2025-07-16,converter
C05948,Indonesia,2025-04-25,no_touchpoint
C05949,Thailand,2025-04-05,non_converter
C05950,Indonesia,2025-09-30,no_touchpoint
C05951,Indonesia,2025-06-06,no_touchpoint
C05952,Singapore,2025-06-28,no_touchpoint
C05953,Thailand,2025-11-08,converter
C05954,Singapore,2025-06-22,non_converter
C05955,Thailand,2025-05-15,converter
C05956,Indonesia,2025-10-30,non_converter
C05957,Indonesia,2025-01-15,converter
C05958,Indonesia,2025-11-15,non_converter
C05959,Thailand,2025-08-07,no_touchpoint
C05960,Thailand,2025-01-30,non_converter
C05961,Indonesia,2025-10-11,non_converter
C05962,Indonesia,2025-12-14,non_converter
C05963,Indonesia,2025-10-01,converter
C05964,Thailand,2025-10-21,converter
C05965,Indonesia,2025-09-23,non_converter
C05966,Indonesia,2025-07-15,converter
C05967,Indonesia,2025-05-02,non_converter
C05968,Indonesia,2025-01-08,non_converter
C05969,Singapore,2025-12-16,no_touchpoint
C05970,Singapore,2025-02-13,no_touchpoint
C05971,Indonesia,2025-10-05,non_converter
C05972,Indonesia,2025-10-20,non_converter
C05973,Indonesia,2025-11-12,converter
C05974,Thailand,2025-05-18,non_converter
C05975,Thailand,2025-12-01,no_touchpoint
C05976,Indonesia,2025-11-08,converter
C05977,Indonesia,2025-06-07,converter
C05978,Thailand,2025-06-14,non_converter
C05979,Indonesia,2025-04-02,no_touchpoint
C05980,Indonesia,2025-01-09,non_converter
C05981,Indonesia,2025-08-27,no_touchpoint
C05982,Indonesia,2025-07-03,non_converter
C05983,Indonesia,2025-10-12,converter
C05984,Indonesia,2025-01-30,no_touchpoint
C05985,Indonesia,2025-02-10,non_converter
C05986,Indonesia,2025-11-09,no_touchpoint
C05987,Indonesia,2025-02-02,no_touchpoint
C05988,Thailand,2025-05-13,converter
C05989,Indonesia,2025-05-22,non_converter
C05990,Indonesia,2025-09-11,non_converter
C05991,Indonesia,2025-11-19,converter
C05992,Thailand,2025-11-13,converter
C05993,Indonesia,2025-04-30,non_converter
C05994,Indonesia,2025-01-20,non_converter
C05995,Singapore,2025-09-17,no_touchpoint
C05996,Indonesia,2025-10-24,non_converter
C05997,Thailand,2025-10-11,no_touchpoint
C05998,Singapore,2025-02-01,no_touchpoint
C05999,Singapore,2025-05-13,no_touchpoint
C06000,Thailand,2025-01-09,non_converter
C06001,Indonesia,2025-06-30,non_converter
C06002,Thailand,2025-01-23,non_converter
C06003,Indonesia,2025-06-29,converter
C06004,Indonesia,2025-09-17,converter
C06005,Indonesia,2025-09-19,non_converter
C06006,Indonesia,2025-04-15,non_converter
C06007,Thailand,2025-07-10,no_touchpoint
C06008,Indonesia,2025-12-15,non_converter
C06009,Indonesia,2025-11-25,non_converter
C06010,Indonesia,2025-05-25,non_converter
C06011,Thailand,2025-06-17,converter
C06012,Indonesia,2025-07-04,no_touchpoint
C06013,Singapore,2025-07-28,non_converter
C06014,Indonesia,2025-07-11,no_touchpoint
C06015,Thailand,2025-05-31,non_converter
C06016,Indonesia,2025-03-24,no_touchpoint
C06017,Singapore,2025-05-29,non_converter
C06018,Indonesia,2025-10-30,converter
C06019,Indonesia,2025-11-08,non_converter
C06020,Indonesia,2025-06-10,non_converter
C06021,Thailand,2025-09-18,non_converter
C06022,Indonesia,2025-12-31,converter
C06023,Indonesia,2025-04-21,converter
C06024,Indonesia,2025-10-26,no_touchpoint
C06025,Indonesia,2025-03-18,no_touchpoint
C06026,Indonesia,2025-11-29,non_converter
C06027,Singapore,2025-02-09,converter
C06028,Indonesia,2025-04-25,no_touchpoint
C06029,Thailand,2025-10-22,non_converter
C06030,Indonesia,2025-08-03,non_converter
C06031,Thailand,2025-03-04,non_converter
C06032,Thailand,2025-09-28,non_converter
C06033,Indonesia,2025-11-07,non_converter
C06034,Indonesia,2025-09-26,non_converter
C06035,Indonesia,2025-06-12,non_converter
C06036,Indonesia,2025-10-22,no_touchpoint
C06037,Indonesia,2025-05-05,non_converter
C06038,Indonesia,2025-07-05,no_touchpoint
C06039,Thailand,2025-06-11,non_converter
C06040,Thailand,2025-03-01,non_converter
C06041,Thailand,2025-08-16,no_touchpoint
C06042,Indonesia,2025-07-29,no_touchpoint
C06043,Indonesia,2025-06-30,converter
C06044,Singapore,2025-02-09,non_converter
C06045,Indonesia,2025-12-01,converter
C06046,Indonesia,2025-04-28,non_converter
C06047,Indonesia,2025-08-03,non_converter
C06048,Singapore,2025-03-06,non_converter
C06049,Thailand,2025-05-06,non_converter
C06050,Thailand,2025-07-28,converter
C06051,Indonesia,2025-12-07,non_converter
C06052,Thailand,2025-05-14,converter
C06053,Indonesia,2025-06-24,non_converter
C06054,Indonesia,2025-02-11,non_converter
C06055,Singapore,2025-09-16,converter
C06056,Indonesia,2025-10-22,non_converter
C06057,Singapore,2025-04-12,non_converter
C06058,Indonesia,2025-08-21,converter
C06059,Indonesia,2025-03-03,converter
C06060,Thailand,2025-10-11,converter
C06061,Thailand,2025-08-29,no_touchpoint
C06062,Singapore,2025-03-06,non_converter
C06063,Indonesia,2025-08-09,converter
C06064,Singapore,2025-03-27,converter
C06065,Indonesia,2025-03-09,non_converter
C06066,Singapore,2025-09-29,converter
C06067,Indonesia,2025-08-05,non_converter
C06068,Thailand,2025-07-25,no_touchpoint
C06069,Thailand,2025-05-04,non_converter
C06070,Indonesia,2025-03-02,non_converter
C06071,Indonesia,2025-06-22,converter
C06072,Indonesia,2025-11-12,converter
C06073,Indonesia,2025-01-24,non_converter
C06074,Singapore,2025-07-01,converter
C06075,Thailand,2025-07-29,no_touchpoint
C06076,Indonesia,2025-08-12,non_converter
C06077,Thailand,2025-09-02,converter
C06078,Thailand,2025-04-04,no_touchpoint
C06079,Singapore,2025-10-29,non_converter
C06080,Indonesia,2025-09-18,converter
C06081,Indonesia,2025-01-04,converter
C06082,Thailand,2025-07-09,converter
C06083,Indonesia,2025-08-21,converter
C06084,Indonesia,2025-08-13,non_converter
C06085,Indonesia,2025-10-29,non_converter
C06086,Indonesia,2025-02-19,non_converter
C06087,Indonesia,2025-09-10,no_touchpoint
C06088,Indonesia,2025-10-16,no_touchpoint
C06089,Indonesia,2025-09-26,non_converter
C06090,Indonesia,2025-08-07,converter
C06091,Indonesia,2025-07-16,non_converter
C06092,Singapore,2025-04-02,no_touchpoint
C06093,Thailand,2025-01-22,converter
C06094,Indonesia,2025-04-18,no_touchpoint
C06095,Indonesia,2025-05-23,no_touchpoint
C06096,Indonesia,2025-11-12,converter
C06097,Indonesia,2025-06-27,non_converter
C06098,Indonesia,2025-03-02,non_converter
C06099,Indonesia,2025-09-07,non_converter
C06100,Indonesia,2025-03-28,no_touchpoint
C06101,Singapore,2025-05-13,converter
C06102,Singapore,2025-02-24,no_touchpoint
C06103,Indonesia,2025-12-08,no_touchpoint
C06104,Indonesia,2025-02-19,no_touchpoint
C06105,Thailand,2025-09-18,no_touchpoint
C06106,Indonesia,2025-01-15,non_converter
C06107,Singapore,2025-01-21,non_converter
C06108,Indonesia,2025-10-04,converter
C06109,Indonesia,2025-04-10,no_touchpoint
C06110,Indonesia,2025-01-14,non_converter
C06111,Singapore,2025-05-25,non_converter
C06112,Indonesia,2025-10-20,non_converter
C06113,Indonesia,2025-08-16,non_converter
C06114,Indonesia,2025-08-21,no_touchpoint
C06115,Thailand,2025-02-26,no_touchpoint
C06116,Indonesia,2025-03-03,non_converter
C06117,Indonesia,2025-08-10,non_converter
C06118,Singapore,2025-02-14,non_converter
C06119,Thailand,2025-05-23,no_touchpoint
C06120,Singapore,2025-03-01,no_touchpoint
C06121,Thailand,2025-02-10,converter
C06122,Thailand,2025-04-24,non_converter
C06123,Indonesia,2025-06-17,non_converter
C06124,Indonesia,2025-06-21,non_converter
C06125,Thailand,2025-11-19,non_converter
C06126,Thailand,2025-12-11,converter
C06127,Thailand,2025-12-28,no_touchpoint
C06128,Indonesia,2025-01-20,non_converter
C06129,Thailand,2025-12-28,no_touchpoint
C06130,Indonesia,2025-06-12,non_converter
C06131,Thailand,2025-10-13,no_touchpoint
C06132,Indonesia,2025-11-17,no_touchpoint
C06133,Thailand,2025-11-21,converter
C06134,Indonesia,2025-05-06,non_converter
C06135,Singapore,2025-07-12,non_converter
C06136,Thailand,2025-04-23,converter
C06137,Indonesia,2025-05-16,non_converter
C06138,Thailand,2025-09-06,non_converter
C06139,Indonesia,2025-09-12,converter
C06140,Thailand,2025-04-12,no_touchpoint
C06141,Singapore,2025-02-15,non_converter
C06142,Indonesia,2025-04-20,converter
C06143,Indonesia,2025-02-04,non_converter
C06144,Indonesia,2025-11-09,non_converter
C06145,Indonesia,2025-04-02,non_converter
C06146,Indonesia,2025-12-19,converter
C06147,Thailand,2025-07-14,non_converter
C06148,Thailand,2025-05-01,non_converter
C06149,Indonesia,2025-09-05,non_converter
C06150,Singapore,2025-04-03,no_touchpoint
C06151,Singapore,2025-04-29,non_converter
C06152,Indonesia,2025-12-09,converter
C06153,Indonesia,2025-11-19,converter
C06154,Indonesia,2025-07-02,no_touchpoint
C06155,Indonesia,2025-06-01,converter
C06156,Singapore,2025-02-27,non_converter
C06157,Indonesia,2025-05-28,converter
C06158,Indonesia,2025-08-17,non_converter
C06159,Indonesia,2025-12-06,non_converter
C06160,Indonesia,2025-04-01,converter
C06161,Thailand,2025-06-13,non_converter
C06162,Thailand,2025-06-27,non_converter
C06163,Indonesia,2025-12-27,non_converter
C06164,Thailand,2025-09-05,no_touchpoint
C06165,Thailand,2025-09-08,no_touchpoint
C06166,Indonesia,2025-12-18,non_converter
C06167,Indonesia,2025-05-29,converter
C06168,Singapore,2025-04-21,converter
C06169,Indonesia,2025-07-29,converter
C06170,Indonesia,2025-06-15,no_touchpoint
C06171,Indonesia,2025-06-12,non_converter
C06172,Indonesia,2025-08-15,non_converter
C06173,Singapore,2025-05-14,non_converter
C06174,Indonesia,2025-05-18,converter
C06175,Indonesia,2025-04-23,converter
C06176,Indonesia,2025-01-24,converter
C06177,Indonesia,2025-07-29,non_converter
C06178,Indonesia,2025-03-27,converter
C06179,Indonesia,2025-11-17,non_converter
C06180,Thailand,2025-11-11,converter
C06181,Thailand,2025-03-08,non_converter
C06182,Singapore,2025-01-11,non_converter
C06183,Thailand,2025-01-11,converter
C06184,Thailand,2025-02-16,converter
C06185,Singapore,2025-06-20,non_converter
C06186,Indonesia,2025-10-11,converter
C06187,Indonesia,2025-01-26,converter
C06188,Indonesia,2025-07-05,non_converter
C06189,Thailand,2025-03-22,converter
C06190,Singapore,2025-07-22,non_converter
C06191,Indonesia,2025-04-28,converter
C06192,Singapore,2025-03-24,non_converter
C06193,Indonesia,2025-06-19,non_converter
C06194,Thailand,2025-10-11,non_converter
C06195,Indonesia,2025-01-07,non_converter
C06196,Thailand,2025-01-11,no_touchpoint
C06197,Indonesia,2025-09-27,converter
C06198,Thailand,2025-07-23,non_converter
C06199,Indonesia,2025-01-22,converter
C06200,Indonesia,2025-06-04,converter
C06201,Thailand,2025-11-20,no_touchpoint
C06202,Indonesia,2025-05-07,non_converter
C06203,Thailand,2025-03-05,no_touchpoint
C06204,Thailand,2025-07-13,no_touchpoint
C06205,Thailand,2025-03-09,non_converter
C06206,Singapore,2025-05-19,no_touchpoint
C06207,Indonesia,2025-02-09,non_converter
C06208,Thailand,2025-12-27,non_converter
C06209,Indonesia,2025-08-01,non_converter
C06210,Thailand,2025-10-05,non_converter
C06211,Indonesia,2025-03-19,no_touchpoint
C06212,Thailand,2025-10-29,converter
C06213,Thailand,2025-04-10,no_touchpoint
C06214,Thailand,2025-06-09,non_converter
C06215,Indonesia,2025-08-06,no_touchpoint
C06216,Indonesia,2025-01-12,non_converter
C06217,Indonesia,2025-08-23,non_converter
C06218,Singapore,2025-05-16,non_converter
C06219,Indonesia,2025-10-23,non_converter
C06220,Indonesia,2025-05-30,non_converter
C06221,Singapore,2025-04-24,non_converter
C06222,Indonesia,2025-10-15,no_touchpoint
C06223,Singapore,2025-05-26,non_converter
C06224,Indonesia,2025-10-01,converter
C06225,Indonesia,2025-07-15,non_converter
C06226,Thailand,2025-09-12,converter
C06227,Thailand,2025-07-10,converter
C06228,Indonesia,2025-02-25,no_touchpoint
C06229,Singapore,2025-10-23,non_converter
C06230,Thailand,2025-07-23,non_converter
C06231,Indonesia,2025-08-17,converter
C06232,Indonesia,2025-10-16,converter
C06233,Indonesia,2025-06-09,converter
C06234,Singapore,2025-11-19,no_touchpoint
C06235,Indonesia,2025-02-18,converter
C06236,Singapore,2025-04-17,non_converter
C06237,Indonesia,2025-09-08,non_converter
C06238,Indonesia,2025-02-12,non_converter
C06239,Thailand,2025-11-12,converter
C06240,Thailand,2025-09-25,converter
C06241,Thailand,2025-10-18,converter
C06242,Thailand,2025-01-31,converter
C06243,Indonesia,2025-05-10,no_touchpoint
C06244,Thailand,2025-06-22,converter
C06245,Indonesia,2025-01-19,converter
C06246,Indonesia,2025-10-17,converter
C06247,Indonesia,2025-01-03,non_converter
C06248,Thailand,2025-04-18,converter
C06249,Indonesia,2025-09-08,non_converter
C06250,Singapore,2025-06-10,converter
C06251,Indonesia,2025-05-01,non_converter
C06252,Indonesia,2025-12-29,converter
C06253,Singapore,2025-10-12,non_converter
C06254,Singapore,2025-02-11,non_converter
C06255,Thailand,2025-08-06,non_converter
C06256,Indonesia,2025-07-12,non_converter
C06257,Indonesia,2025-01-07,no_touchpoint
C06258,Indonesia,2025-03-04,non_converter
C06259,Singapore,2025-08-13,converter
C06260,Indonesia,2025-02-28,converter
C06261,Indonesia,2025-08-06,converter
C06262,Thailand,2025-11-17,no_touchpoint
C06263,Indonesia,2025-09-07,non_converter
C06264,Indonesia,2025-10-08,non_converter
C06265,Indonesia,2025-01-05,converter
C06266,Singapore,2025-08-11,no_touchpoint
C06267,Indonesia,2025-12-13,no_touchpoint
C06268,Thailand,2025-06-15,non_converter
C06269,Indonesia,2025-07-10,converter
C06270,Indonesia,2025-03-26,non_converter
C06271,Thailand,2025-09-25,converter
C06272,Singapore,2025-11-11,non_converter
C06273,Indonesia,2025-07-10,non_converter
C06274,Indonesia,2025-05-09,converter
C06275,Singapore,2025-04-18,no_touchpoint
C06276,Indonesia,2025-03-11,no_touchpoint
C06277,Indonesia,2025-08-31,non_converter
C06278,Indonesia,2025-08-02,converter
C06279,Indonesia,2025-08-29,converter
C06280,Indonesia,2025-01-03,converter
C06281,Indonesia,2025-04-07,converter
C06282,Indonesia,2025-02-18,non_converter
C06283,Indonesia,2025-06-19,no_touchpoint
C06284,Indonesia,2025-11-16,no_touchpoint
C06285,Indonesia,2025-03-22,no_touchpoint
C06286,Indonesia,2025-11-22,converter
C06287,Indonesia,2025-04-26,no_touchpoint
C06288,Singapore,2025-01-08,converter
C06289,Indonesia,2025-05-21,converter
C06290,Indonesia,2025-08-07,converter
C06291,Indonesia,2025-06-06,converter
C06292,Singapore,2025-07-26,non_converter
C06293,Indonesia,2025-10-15,non_converter
C06294,Indonesia,2025-12-04,non_converter
C06295,Indonesia,2025-10-31,non_converter
C06296,Indonesia,2025-04-21,non_converter
C06297,Indonesia,2025-05-15,converter
C06298,Thailand,2025-03-06,non_converter
C06299,Thailand,2025-10-28,non_converter
C06300,Indonesia,2025-07-16,converter
C06301,Thailand,2025-10-31,non_converter
C06302,Thailand,2025-11-12,non_converter
C06303,Indonesia,2025-08-31,non_converter
C06304,Thailand,2025-01-02,no_touchpoint
C06305,Indonesia,2025-04-21,converter
C06306,Indonesia,2025-11-11,no_touchpoint
C06307,Indonesia,2025-03-26,converter
C06308,Indonesia,2025-01-01,non_converter
C06309,Indonesia,2025-01-27,non_converter
C06310,Indonesia,2025-08-14,converter
C06311,Indonesia,2025-08-30,non_converter
C06312,Thailand,2025-09-14,converter
C06313,Indonesia,2025-05-04,non_converter
C06314,Thailand,2025-07-13,converter
C06315,Indonesia,2025-12-28,non_converter
C06316,Thailand,2025-06-09,non_converter
C06317,Indonesia,2025-06-12,converter
C06318,Thailand,2025-11-06,converter
C06319,Singapore,2025-03-27,converter
C06320,Thailand,2025-05-23,non_converter
C06321,Indonesia,2025-08-12,no_touchpoint
C06322,Thailand,2025-09-08,converter
C06323,Thailand,2025-05-09,converter
C06324,Singapore,2025-10-13,non_converter
C06325,Indonesia,2025-11-30,converter
C06326,Singapore,2025-01-13,no_touchpoint
C06327,Thailand,2025-08-27,converter
C06328,Thailand,2025-06-27,no_touchpoint
C06329,Thailand,2025-04-20,non_converter
C06330,Indonesia,2025-04-08,converter
C06331,Singapore,2025-04-02,no_touchpoint
C06332,Indonesia,2025-01-06,non_converter
C06333,Indonesia,2025-07-04,non_converter
C06334,Indonesia,2025-01-03,no_touchpoint
C06335,Indonesia,2025-06-18,converter
C06336,Singapore,2025-07-08,converter
C06337,Singapore,2025-09-15,no_touchpoint
C06338,Indonesia,2025-11-07,no_touchpoint
C06339,Indonesia,2025-11-28,non_converter
C06340,Indonesia,2025-09-03,non_converter
C06341,Thailand,2025-12-23,non_converter
C06342,Thailand,2025-05-21,converter
C06343,Thailand,2025-10-20,non_converter
C06344,Singapore,2025-08-30,converter
C06345,Indonesia,2025-11-20,converter
C06346,Indonesia,2025-03-30,no_touchpoint
C06347,Thailand,2025-11-28,converter
C06348,Indonesia,2025-02-23,non_converter
C06349,Thailand,2025-01-15,non_converter
C06350,Thailand,2025-03-20,non_converter
C06351,Singapore,2025-04-01,non_converter
C06352,Indonesia,2025-03-09,converter
C06353,Indonesia,2025-03-03,no_touchpoint
C06354,Thailand,2025-11-23,non_converter
C06355,Indonesia,2025-06-10,no_touchpoint
C06356,Indonesia,2025-10-06,non_converter
C06357,Thailand,2025-04-10,non_converter
C06358,Indonesia,2025-01-09,no_touchpoint
C06359,Thailand,2025-12-11,non_converter
C06360,Singapore,2025-06-12,converter
C06361,Singapore,2025-03-28,non_converter
C06362,Thailand,2025-10-28,converter
C06363,Indonesia,2025-07-07,converter
C06364,Indonesia,2025-12-07,no_touchpoint
C06365,Thailand,2025-12-08,non_converter
C06366,Indonesia,2025-02-03,no_touchpoint
C06367,Indonesia,2025-09-14,non_converter
C06368,Indonesia,2025-05-17,non_converter
C06369,Indonesia,2025-08-16,non_converter
C06370,Indonesia,2025-11-08,non_converter
C06371,Indonesia,2025-09-16,non_converter
C06372,Thailand,2025-11-22,no_touchpoint
C06373,Indonesia,2025-01-02,non_converter
C06374,Indonesia,2025-10-15,no_touchpoint
C06375,Indonesia,2025-06-24,converter
C06376,Indonesia,2025-12-23,non_converter
C06377,Indonesia,2025-08-26,non_converter
C06378,Indonesia,2025-02-16,non_converter
C06379,Indonesia,2025-02-14,no_touchpoint
C06380,Thailand,2025-10-30,converter
C06381,Thailand,2025-01-11,non_converter
C06382,Indonesia,2025-01-06,non_converter
C06383,Indonesia,2025-07-11,no_touchpoint
C06384,Indonesia,2025-05-07,converter
C06385,Thailand,2025-12-15,no_touchpoint
C06386,Thailand,2025-04-08,converter
C06387,Indonesia,2025-03-09,converter
C06388,Thailand,2025-07-14,converter
C06389,Indonesia,2025-04-02,non_converter
C06390,Indonesia,2025-10-17,non_converter
C06391,Thailand,2025-04-26,converter
C06392,Singapore,2025-05-20,non_converter
C06393,Singapore,2025-04-01,non_converter
C06394,Thailand,2025-05-13,converter
C06395,Indonesia,2025-05-16,non_converter
C06396,Indonesia,2025-07-01,no_touchpoint
C06397,Thailand,2025-06-28,non_converter
C06398,Indonesia,2025-09-25,non_converter
C06399,Thailand,2025-11-20,converter
C06400,Indonesia,2025-03-29,non_converter
C06401,Indonesia,2025-10-27,non_converter
C06402,Indonesia,2025-10-03,no_touchpoint
C06403,Indonesia,2025-12-26,non_converter
C06404,Thailand,2025-11-27,converter
C06405,Indonesia,2025-05-28,non_converter
C06406,Singapore,2025-12-25,non_converter
C06407,Thailand,2025-10-10,converter
C06408,Indonesia,2025-05-18,non_converter
C06409,Indonesia,2025-04-18,converter
C06410,Indonesia,2025-08-28,no_touchpoint
C06411,Indonesia,2025-03-01,no_touchpoint
C06412,Indonesia,2025-11-20,converter
C06413,Indonesia,2025-03-13,converter
C06414,Indonesia,2025-06-15,converter
C06415,Thailand,2025-07-13,non_converter
C06416,Indonesia,2025-01-18,converter
C06417,Thailand,2025-02-23,non_converter
C06418,Indonesia,2025-01-05,no_touchpoint
C06419,Indonesia,2025-09-01,non_converter
C06420,Singapore,2025-11-28,non_converter
C06421,Singapore,2025-04-06,non_converter
C06422,Indonesia,2025-06-06,non_converter
C06423,Indonesia,2025-10-07,non_converter
C06424,Indonesia,2025-01-12,no_touchpoint
C06425,Indonesia,2025-11-12,non_converter
C06426,Thailand,2025-10-22,non_converter
C06427,Indonesia,2025-07-24,non_converter
C06428,Indonesia,2025-05-05,non_converter
C06429,Thailand,2025-07-11,converter
C06430,Thailand,2025-09-05,converter
C06431,Indonesia,2025-06-03,non_converter
C06432,Thailand,2025-04-30,non_converter
C06433,Indonesia,2025-09-17,non_converter
C06434,Thailand,2025-08-07,converter
C06435,Indonesia,2025-10-23,no_touchpoint
C06436,Indonesia,2025-01-15,converter
C06437,Singapore,2025-03-27,converter
C06438,Singapore,2025-11-02,non_converter
C06439,Indonesia,2025-09-26,no_touchpoint
C06440,Thailand,2025-10-18,converter
C06441,Thailand,2025-03-08,non_converter
C06442,Singapore,2025-01-28,non_converter
C06443,Thailand,2025-06-08,non_converter
C06444,Thailand,2025-03-14,non_converter
C06445,Indonesia,2025-08-23,non_converter
C06446,Indonesia,2025-08-24,non_converter
C06447,Indonesia,2025-03-17,converter
C06448,Indonesia,2025-03-30,converter
C06449,Indonesia,2025-02-11,no_touchpoint
C06450,Indonesia,2025-04-15,converter
C06451,Indonesia,2025-05-06,non_converter
C06452,Thailand,2025-10-12,no_touchpoint
C06453,Indonesia,2025-07-11,converter
C06454,Indonesia,2025-03-23,no_touchpoint
C06455,Indonesia,2025-08-30,converter
C06456,Thailand,2025-07-21,non_converter
C06457,Thailand,2025-08-30,non_converter
C06458,Thailand,2025-08-26,non_converter
C06459,Indonesia,2025-02-19,non_converter
C06460,Thailand,2025-06-12,no_touchpoint
C06461,Indonesia,2025-03-10,non_converter
C06462,Singapore,2025-06-17,converter
C06463,Thailand,2025-12-12,no_touchpoint
C06464,Indonesia,2025-08-06,non_converter
C06465,Indonesia,2025-10-01,converter
C06466,Thailand,2025-09-08,non_converter
C06467,Indonesia,2025-10-28,non_converter
C06468,Indonesia,2025-11-08,no_touchpoint
C06469,Indonesia,2025-05-01,non_converter
C06470,Indonesia,2025-06-24,converter
C06471,Thailand,2025-01-01,non_converter
C06472,Singapore,2025-07-23,no_touchpoint
C06473,Indonesia,2025-11-27,converter
C06474,Indonesia,2025-09-13,non_converter
C06475,Indonesia,2025-04-19,non_converter
C06476,Indonesia,2025-02-17,non_converter
C06477,Indonesia,2025-12-01,converter
C06478,Indonesia,2025-03-19,converter
C06479,Thailand,2025-07-18,non_converter
C06480,Indonesia,2025-09-04,converter
C06481,Indonesia,2025-08-04,non_converter
C06482,Thailand,2025-07-23,converter
C06483,Indonesia,2025-02-24,converter
C06484,Indonesia,2025-02-12,converter
C06485,Thailand,2025-02-21,converter
C06486,Thailand,2025-07-27,non_converter
C06487,Indonesia,2025-01-07,converter
C06488,Indonesia,2025-03-07,converter
C06489,Thailand,2025-07-16,no_touchpoint
C06490,Indonesia,2025-01-06,converter
C06491,Indonesia,2025-12-10,non_converter
C06492,Indonesia,2025-01-28,no_touchpoint
C06493,Thailand,2025-05-13,no_touchpoint
C06494,Thailand,2025-03-01,converter
C06495,Indonesia,2025-08-19,converter
C06496,Thailand,2025-08-31,converter
C06497,Singapore,2025-10-01,no_touchpoint
C06498,Thailand,2025-02-27,converter
C06499,Indonesia,2025-08-06,no_touchpoint
C06500,Singapore,2025-07-16,non_converter
C06501,Indonesia,2025-02-10,no_touchpoint
C06502,Singapore,2025-06-22,no_touchpoint
C06503,Indonesia,2025-12-29,converter
C06504,Indonesia,2025-04-12,converter
