booking_id,customer_id,booking_timestamp,booking_value,attributed_campaign_id
B004352,C04739,2025-08-26 21:00:00,900.33,CMP002
B004353,C04739,2025-10-26 07:00:00,269.18,CMP004
B004354,C04740,2025-03-29 05:00:00,631.74,CMP005
B004355,C04742,2025-05-09 10:00:00,272.84,CMP004
B004356,C04742,2025-05-23 20:00:00,194.53,CMP004
B004357,C04742,2025-05-31 01:00:00,217.18,CMP002
B004358,C04743,2025-05-01 12:00:00,288.69,CMP002
B004359,C04743,2025-07-30 17:00:00,410.6,
B004360,C04743,2025-08-14 05:00:00,360.59,CMP002
B004361,C04743,2025-09-04 12:00:00,326.1,CMP002
B004362,C04744,2025-06-01 09:00:00,217.45,CMP002
B004363,C04745,2025-06-19 10:00:00,180.51,CMP002
B004364,C04746,2025-11-26 08:00:00,844.84,CMP002
B004365,C04759,2025-05-01 20:00:00,161.14,CMP001
B004366,C04761,2025-10-01 15:00:00,215.55,CMP003
B004367,C04762,2025-09-26 06:00:00,148.57,CMP003
B004368,C04762,2025-10-10 11:00:00,425.15,CMP002
B004369,C04762,2025-11-09 14:00:00,144.82,CMP001
B004370,C04763,2025-06-15 20:00:00,291.73,CMP001
B004371,C04764,2025-11-14 02:00:00,272.16,CMP002
B004372,C04765,2025-10-12 20:00:00,354.44,
B004373,C04771,2025-03-26 06:00:00,205.27,CMP001
B004374,C04771,2025-05-25 14:00:00,186.52,CMP002
B004375,C04773,2025-07-28 06:00:00,532.72,CMP002
B004376,C04774,2025-07-19 12:00:00,329.28,
B004377,C04779,2025-04-09 03:00:00,424.78,CMP002
B004378,C04779,2025-07-08 13:00:00,352.11,CMP002
B004379,C04779,2025-07-15 21:00:00,1018.09,CMP003
B004380,C04779,2025-07-30 02:00:00,100.0,CMP003
B004381,C04783,2025-07-18 07:00:00,233.14,CMP003
B004382,C04783,2025-08-08 11:00:00,134.46,CMP002
B004383,C04783,2025-09-07 23:00:00,100.0,
B004384,C04784,2025-07-30 01:00:00,100.0,CMP002
B004385,C04785,2025-12-04 07:00:00,197.93,CMP005
B004386,C04788,2025-07-24 02:00:00,857.54,CMP002
B004387,C04788,2025-07-31 13:00:00,926.01,CMP001
B004388,C04788,2025-08-14 15:00:00,250.29,CMP001
B004389,C04788,2025-09-05 02:00:00,122.99,CMP001
B004390,C04794,2025-02-18 16:00:00,426.75,CMP004
B004391,C04795,2025-11-22 16:00:00,304.57,CMP003
B004392,C04796,2025-09-10 01:00:00,143.11,CMP004
B004393,C04797,2025-08-10 18:00:00,712.01,CMP002
B004394,C04799,2025-03-16 05:00:00,233.49,CMP002
B004395,C04803,2025-07-18 06:00:00,353.26,CMP005
B004396,C04804,2025-06-10 15:00:00,219.12,CMP002
B004397,C04806,2025-04-15 05:00:00,643.57,CMP002
B004398,C04806,2025-04-22 07:00:00,910.24,CMP001
B004399,C04807,2025-04-23 17:00:00,328.72,CMP001
B004400,C04812,2025-11-30 02:00:00,244.14,CMP004
B004401,C04812,2025-12-07 05:00:00,281.26,CMP001
B004402,C04812,2025-12-14 16:00:00,504.59,CMP003
B004403,C04814,2025-08-09 16:00:00,256.98,
B004404,C04815,2025-06-28 07:00:00,240.82,CMP001
B004405,C04815,2025-08-12 13:00:00,285.36,
B004406,C04816,2025-06-01 16:00:00,100.0,CMP004
B004407,C04817,2025-06-24 03:00:00,546.21,
B004408,C04817,2025-09-22 09:00:00,306.21,CMP003
B004409,C04817,2025-10-06 10:00:00,334.13,CMP004
B004410,C04817,2025-10-20 14:00:00,289.24,CMP004
B004411,C04819,2025-05-31 04:00:00,100.0,
B004412,C04823,2025-10-28 03:00:00,133.58,CMP002
B004413,C04823,2025-11-11 11:00:00,783.63,CMP001
B004414,C04823,2025-12-26 23:00:00,338.78,
B004415,C04824,2025-09-02 09:00:00,296.44,CMP004
B004416,C04825,2025-07-09 14:00:00,351.29,CMP005
B004417,C04827,2025-06-23 20:00:00,253.23,CMP004
B004418,C04828,2025-06-03 10:00:00,186.2,
B004419,C04829,2025-12-01 05:00:00,292.4,CMP002
B004420,C04829,2025-12-22 16:00:00,279.37,CMP003
B004421,C04831,2025-12-19 11:00:00,116.34,
B004422,C04832,2025-03-20 02:00:00,146.19,CMP002
B004423,C04835,2025-04-26 15:00:00,316.67,
B004424,C04835,2025-05-10 23:00:00,116.84,
B004425,C04835,2025-06-25 09:00:00,223.6,CMP002
B004426,C04836,2025-09-16 04:00:00,272.79,CMP002
B004427,C04837,2025-04-16 11:00:00,344.1,CMP002
B004428,C04840,2025-11-03 04:00:00,693.22,CMP002
B004429,C04841,2025-05-06 11:00:00,221.29,CMP004
B004430,C04842,2025-08-14 03:00:00,176.53,CMP003
B004431,C04843,2025-04-20 07:00:00,608.11,CMP003
B004432,C04845,2025-10-22 17:00:00,242.86,
B004433,C04845,2025-12-07 02:00:00,162.22,CMP001
B004434,C04846,2025-03-22 12:00:00,265.19,
B004435,C04847,2025-11-02 15:00:00,207.33,CMP004
B004436,C04847,2025-12-18 01:00:00,854.44,
B004437,C04848,2025-12-23 10:00:00,1073.64,CMP002
B004438,C04849,2025-05-10 10:00:00,151.23,CMP001
B004439,C04850,2025-09-22 16:00:00,200.59,CMP004
B004440,C04857,2025-10-09 16:00:00,744.27,CMP003
B004441,C04858,2025-12-09 15:00:00,320.49,CMP001
B004442,C04860,2025-08-11 16:00:00,100.0,CMP004
B004443,C04863,2025-10-01 11:00:00,321.54,CMP001
B004444,C04865,2025-11-22 15:00:00,334.48,CMP003
B004445,C04867,2025-11-30 04:00:00,346.17,
B004446,C04868,2025-09-22 10:00:00,269.14,CMP001
B004447,C04870,2025-12-03 05:00:00,284.8,
B004448,C04872,2025-10-11 01:00:00,748.71,CMP004
B004449,C04875,2025-11-16 13:00:00,250.61,
B004450,C04875,2025-11-30 16:00:00,250.34,CMP001
B004451,C04876,2025-10-18 10:00:00,478.79,CMP004
B004452,C04876,2025-10-25 20:00:00,3247.77,CMP005
B004453,C04877,2025-10-28 03:00:00,373.56,CMP002
B004454,C04878,2025-12-27 17:00:00,681.83,CMP005
B004455,C04879,2025-05-03 17:00:00,542.59,CMP004
B004456,C04879,2025-05-10 19:00:00,223.08,CMP004
B004457,C04880,2025-03-11 08:00:00,790.47,CMP004
B004458,C04881,2025-12-19 15:00:00,163.3,CMP001
B004459,C04882,2025-03-04 15:00:00,374.88,
B004460,C04883,2025-07-17 08:00:00,117.48,CMP003
B004461,C04884,2025-03-20 14:00:00,257.2,CMP004
B004462,C04885,2025-12-27 14:00:00,121.67,CMP003
B004463,C04886,2025-11-21 10:00:00,100.0,CMP001
B004464,C04886,2025-12-21 11:00:00,160.6,CMP002
B004465,C04887,2025-03-09 13:00:00,110.83,
B004466,C04888,2025-04-15 01:00:00,298.14,CMP002
B004467,C04890,2025-04-05 05:00:00,412.28,CMP002
B004468,C04890,2025-04-12 08:00:00,498.73,CMP001
B004469,C04891,2025-12-23 20:00:00,408.04,CMP004
B004470,C04894,2025-07-30 03:00:00,424.76,CMP004
B004471,C04895,2025-09-29 04:00:00,122.38,CMP001
B004472,C04895,2025-10-29 11:00:00,1103.77,
B004473,C04896,2025-11-08 04:00:00,210.53,
B004474,C04896,2025-11-15 11:00:00,206.9,CMP001
B004475,C04897,2025-10-11 05:00:00,209.84,CMP004
B004476,C04898,2025-07-23 05:00:00,802.66,CMP001
B004477,C04900,2025-03-23 04:00:00,273.71,CMP001
B004478,C04902,2025-04-18 16:00:00,476.74,CMP004
B004479,C04905,2025-11-25 20:00:00,249.28,CMP005
B004480,C04907,2025-08-22 09:00:00,1406.48,CMP004
B004481,C04910,2025-09-22 09:00:00,350.83,
B004482,C04910,2025-11-21 17:00:00,544.98,
B004483,C04910,2025-12-13 04:00:00,499.22,CMP004
B004484,C04911,2025-06-02 12:00:00,199.52,CMP001
B004485,C04913,2025-06-01 11:00:00,195.36,CMP004
B004486,C04913,2025-06-08 22:00:00,157.18,CMP004
B004487,C04913,2025-08-08 02:00:00,426.54,
B004488,C04916,2025-07-17 08:00:00,118.71,CMP005
B004489,C04919,2025-04-15 17:00:00,503.41,CMP003
B004490,C04919,2025-06-15 01:00:00,337.52,
B004491,C04919,2025-06-29 11:00:00,939.77,CMP003
B004492,C04920,2025-08-20 19:00:00,660.75,CMP005
B004493,C04920,2025-11-19 03:00:00,497.85,
B004494,C04921,2025-12-19 13:00:00,686.9,CMP003
B004495,C04924,2025-08-31 10:00:00,777.18,CMP002
B004496,C04927,2025-05-12 16:00:00,145.67,CMP002
B004497,C04927,2025-08-11 02:00:00,230.75,CMP005
B004498,C04927,2025-11-09 08:00:00,826.11,
B004499,C04928,2025-05-22 14:00:00,216.4,CMP005
B004500,C04928,2025-05-29 18:00:00,274.59,CMP001
B004501,C04928,2025-06-19 21:00:00,256.91,CMP002
B004502,C04928,2025-07-04 08:00:00,663.23,CMP003
B004503,C04929,2025-03-28 07:00:00,150.68,CMP005
B004504,C04930,2025-05-25 14:00:00,596.88,CMP002
B004505,C04933,2025-07-17 10:00:00,1101.21,CMP001
B004506,C04933,2025-08-07 17:00:00,411.57,CMP002
B004507,C04933,2025-08-29 04:00:00,865.28,CMP003
B004508,C04933,2025-09-12 11:00:00,203.07,CMP002
B004509,C04934,2025-10-21 10:00:00,100.0,CMP004
B004510,C04936,2025-07-06 18:00:00,174.22,CMP002
B004511,C04937,2025-12-31 08:00:00,178.96,CMP002
B004512,C04938,2025-02-09 17:00:00,452.17,
B004513,C04941,2025-11-18 12:00:00,450.87,CMP003
B004514,C04942,2025-09-06 01:00:00,170.31,CMP001
B004515,C04945,2025-04-01 20:00:00,142.37,
B004516,C04946,2025-04-20 16:00:00,237.05,CMP004
B004517,C04947,2025-06-15 17:00:00,147.58,CMP005
B004518,C04947,2025-06-29 21:00:00,158.38,CMP004
B004519,C04950,2025-12-28 12:00:00,448.37,CMP003
B004520,C04953,2025-09-06 19:00:00,489.37,CMP003
B004521,C04955,2025-11-08 15:00:00,582.55,CMP002
B004522,C04957,2025-03-16 15:00:00,738.99,CMP005
B004523,C04959,2025-04-14 05:00:00,588.39,CMP003
B004524,C04962,2025-02-09 01:00:00,907.46,CMP002
B004525,C04963,2025-06-21 08:00:00,294.31,CMP001
B004526,C04964,2025-10-30 13:00:00,196.08,CMP004
B004527,C04964,2025-11-13 21:00:00,459.42,CMP001
B004528,C04965,2025-02-17 01:00:00,656.21,CMP003
B004529,C04966,2025-09-06 07:00:00,540.68,CMP001
B004530,C04967,2025-04-01 04:00:00,162.37,CMP001
B004531,C04971,2025-02-13 11:00:00,141.14,CMP005
B004532,C04972,2025-02-10 03:00:00,212.75,CMP001
B004533,C04974,2025-07-21 05:00:00,332.2,CMP001
B004534,C04974,2025-08-20 16:00:00,257.53,CMP002
B004535,C04974,2025-09-04 01:00:00,1432.71,CMP001
B004536,C04974,2025-11-03 10:00:00,295.71,CMP001
B004537,C04976,2025-11-12 11:00:00,238.71,CMP003
B004538,C04976,2025-12-12 16:00:00,100.0,CMP003
B004539,C04977,2025-02-06 17:00:00,788.51,CMP002
B004540,C04977,2025-05-07 20:00:00,385.24,CMP005
B004541,C04977,2025-06-22 04:00:00,841.87,CMP004
B004542,C04980,2025-05-14 18:00:00,208.25,
B004543,C04981,2025-03-18 09:00:00,100.0,CMP003
B004544,C04981,2025-05-02 16:00:00,588.39,CMP002
B004545,C04981,2025-05-23 21:00:00,215.0,CMP002
B004546,C04982,2025-03-28 02:00:00,464.43,CMP004
B004547,C04983,2025-08-29 18:00:00,100.0,CMP003
B004548,C04984,2025-04-02 20:00:00,191.82,CMP001
B004549,C04984,2025-04-17 08:00:00,1843.33,CMP002
B004550,C04984,2025-06-16 14:00:00,638.42,CMP002
B004551,C04984,2025-07-01 01:00:00,185.81,CMP002
B004552,C04986,2025-11-22 07:00:00,164.4,
B004553,C04987,2025-05-01 16:00:00,441.41,
B004554,C04987,2025-05-09 04:00:00,215.72,
B004555,C04987,2025-07-08 08:00:00,247.77,
B004556,C04987,2025-07-22 13:00:00,818.01,CMP002
B004557,C04990,2025-12-04 11:00:00,133.34,CMP003
B004558,C04991,2025-05-18 10:00:00,161.06,CMP001
B004559,C04993,2025-02-24 03:00:00,515.95,CMP001
B004560,C04997,2025-06-14 02:00:00,433.89,CMP004
B004561,C04998,2025-02-06 06:00:00,482.4,
B004562,C04999,2025-05-22 14:00:00,445.09,CMP004
B004563,C05000,2025-03-02 07:00:00,599.62,CMP004
B004564,C05001,2025-11-04 05:00:00,122.99,
B004565,C05002,2025-11-16 18:00:00,548.21,CMP004
B004566,C05006,2025-10-10 10:00:00,100.0,CMP001
B004567,C05008,2025-05-02 04:00:00,212.07,CMP001
B004568,C05008,2025-06-01 07:00:00,116.48,CMP005
B004569,C05008,2025-07-01 17:00:00,414.67,CMP004
B004570,C05011,2025-09-30 05:00:00,312.98,CMP004
B004571,C05013,2025-01-28 03:00:00,181.68,CMP003
B004572,C05013,2025-02-11 07:00:00,141.97,CMP004
B004573,C05013,2025-04-12 19:00:00,319.89,
B004574,C05017,2025-06-27 06:00:00,133.77,CMP002
B004575,C05020,2025-05-30 17:00:00,207.95,
B004576,C05021,2025-11-01 04:00:00,453.94,CMP001
B004577,C05021,2025-11-15 14:00:00,407.51,CMP005
B004578,C05021,2025-12-06 21:00:00,124.86,CMP003
B004579,C05023,2025-08-13 08:00:00,595.5,
B004580,C05025,2025-07-31 10:00:00,310.79,CMP003
B004581,C05025,2025-08-21 15:00:00,539.03,CMP001
B004582,C05025,2025-08-28 23:00:00,631.04,CMP004
B004583,C05026,2025-04-25 15:00:00,492.68,CMP004
B004584,C05031,2025-10-06 12:00:00,680.38,CMP002
B004585,C05032,2025-01-18 13:00:00,100.0,CMP005
B004586,C05034,2025-03-05 08:00:00,397.71,
B004587,C05034,2025-03-26 16:00:00,486.6,CMP001
B004588,C05034,2025-05-10 23:00:00,266.79,CMP001
B004589,C05036,2025-10-07 11:00:00,237.47,CMP003
B004590,C05036,2025-11-06 21:00:00,381.5,CMP001
B004591,C05037,2025-06-23 05:00:00,100.0,CMP004
B004592,C05037,2025-07-23 14:00:00,367.46,CMP004
B004593,C05037,2025-10-22 02:00:00,176.32,
B004594,C05037,2025-11-12 10:00:00,224.56,CMP004
B004595,C05038,2025-07-06 09:00:00,160.67,
B004596,C05040,2025-09-17 10:00:00,305.18,CMP003
B004597,C05042,2025-04-20 13:00:00,292.55,
B004598,C05042,2025-05-04 22:00:00,111.93,CMP003
B004599,C05042,2025-07-04 09:00:00,100.0,CMP002
B004600,C05042,2025-10-02 13:00:00,472.07,
B004601,C05043,2025-10-31 18:00:00,280.82,CMP004
B004602,C05045,2025-12-02 11:00:00,772.16,CMP001
B004603,C05045,2025-12-23 19:00:00,273.47,CMP004
B004604,C05046,2025-03-27 17:00:00,260.55,CMP004
B004605,C05046,2025-06-25 23:00:00,410.86,
B004606,C05046,2025-07-10 04:00:00,336.48,CMP001
B004607,C05046,2025-07-24 15:00:00,306.85,CMP002
B004608,C05047,2025-03-22 13:00:00,559.01,CMP004
B004609,C05047,2025-05-21 15:00:00,290.82,
B004610,C05047,2025-05-28 19:00:00,100.0,CMP003
B004611,C05047,2025-08-27 03:00:00,843.87,CMP005
B004612,C05048,2025-06-04 08:00:00,152.03,CMP004
B004613,C05049,2025-04-23 14:00:00,1401.26,CMP001
B004614,C05049,2025-05-14 20:00:00,260.83,CMP004
B004615,C05049,2025-05-22 05:00:00,555.88,CMP004
B004616,C05049,2025-08-20 12:00:00,369.51,
B004617,C05050,2025-12-02 20:00:00,176.97,CMP003
B004618,C05050,2025-12-10 02:00:00,121.26,CMP004
B004619,C05051,2025-02-08 07:00:00,219.27,CMP002
B004620,C05051,2025-03-01 08:00:00,183.89,CMP001
B004621,C05051,2025-03-08 20:00:00,231.14,CMP004
B004622,C05051,2025-04-23 04:00:00,226.29,CMP003
B004623,C05057,2025-07-29 10:00:00,265.75,CMP003
B004624,C05058,2025-08-27 09:00:00,313.86,CMP004
B004625,C05059,2025-07-19 20:00:00,225.57,CMP003
B004626,C05059,2025-09-03 04:00:00,607.56,CMP002
B004627,C05059,2025-09-10 10:00:00,238.73,CMP003
B004628,C05061,2025-02-25 12:00:00,220.04,CMP003
B004629,C05061,2025-04-11 22:00:00,161.65,CMP003
B004630,C05061,2025-05-03 03:00:00,285.6,CMP001
B004631,C05061,2025-05-17 08:00:00,148.77,CMP001
B004632,C05063,2025-07-06 17:00:00,450.77,CMP002
B004633,C05065,2025-11-15 14:00:00,228.01,CMP005
B004634,C05065,2025-11-30 00:00:00,381.03,CMP003
B004635,C05066,2025-06-04 13:00:00,159.0,CMP001
B004636,C05067,2025-10-31 02:00:00,902.25,
B004637,C05070,2025-11-10 15:00:00,646.49,CMP003
B004638,C05070,2025-12-01 20:00:00,324.44,CMP005
B004639,C05071,2025-03-22 04:00:00,1485.6,CMP004
B004640,C05071,2025-03-29 05:00:00,153.98,CMP003
B004641,C05071,2025-04-12 11:00:00,513.24,CMP001
B004642,C05074,2025-08-16 04:00:00,742.07,CMP004
B004643,C05076,2025-09-04 05:00:00,114.5,
B004644,C05077,2025-03-28 13:00:00,194.07,CMP003
B004645,C05077,2025-04-18 15:00:00,643.12,CMP001
B004646,C05077,2025-05-09 23:00:00,304.87,CMP002
B004647,C05078,2025-12-27 20:00:00,275.45,
B004648,C05079,2025-11-23 12:00:00,856.93,CMP003
B004649,C05084,2025-07-03 15:00:00,458.39,CMP008
B004650,C05084,2025-07-10 20:00:00,961.28,CMP003
B004651,C05084,2025-08-01 03:00:00,134.8,CMP001
B004652,C05084,2025-09-30 06:00:00,754.03,CMP002
B004653,C05085,2025-05-27 12:00:00,112.62,
B004654,C05089,2025-10-29 16:00:00,129.5,CMP002
B004655,C05090,2025-08-17 20:00:00,334.91,CMP005
B004656,C05091,2025-03-10 08:00:00,169.48,CMP001
B004657,C05091,2025-06-08 14:00:00,158.36,
B004658,C05093,2025-10-06 11:00:00,560.01,CMP003
B004659,C05097,2025-06-11 09:00:00,268.48,CMP002
B004660,C05101,2025-10-13 08:00:00,203.33,CMP004
B004661,C05102,2025-03-23 10:00:00,369.95,CMP001
B004662,C05103,2025-09-28 08:00:00,566.61,CMP003
B004663,C05104,2025-08-31 14:00:00,145.77,CMP004
B004664,C05105,2025-07-09 19:00:00,100.0,
B004665,C05105,2025-08-08 20:00:00,215.94,
B004666,C05105,2025-09-23 03:00:00,323.51,
B004667,C05105,2025-10-07 15:00:00,496.58,CMP002
B004668,C05106,2025-02-09 13:00:00,215.22,CMP001
B004669,C05107,2025-06-16 03:00:00,1036.71,CMP005
B004670,C05108,2025-01-31 18:00:00,814.8,CMP004
B004671,C05108,2025-05-02 04:00:00,434.01,CMP004
B004672,C05108,2025-05-09 07:00:00,326.9,CMP001
B004673,C05108,2025-05-16 08:00:00,528.02,CMP002
B004674,C05109,2025-11-09 15:00:00,124.43,CMP002
B004675,C05111,2025-06-04 16:00:00,410.61,
B004676,C05113,2025-06-13 05:00:00,222.0,CMP002
B004677,C05113,2025-08-12 13:00:00,126.42,CMP001
B004678,C05114,2025-05-27 13:00:00,248.01,CMP005
B004679,C05114,2025-07-12 00:00:00,1081.2,CMP002
B004680,C05114,2025-08-02 12:00:00,342.3,CMP004
B004681,C05116,2025-03-21 04:00:00,295.59,
B004682,C05117,2025-06-16 18:00:00,413.18,CMP005
B004683,C05118,2025-06-16 03:00:00,291.51,CMP001
B004684,C05119,2025-02-18 03:00:00,195.89,CMP001
B004685,C05120,2025-06-26 09:00:00,506.37,CMP003
B004686,C05120,2025-08-10 16:00:00,178.04,
B004687,C05121,2025-05-05 16:00:00,148.25,CMP004
B004688,C05121,2025-05-12 23:00:00,154.37,CMP001
B004689,C05121,2025-07-12 06:00:00,518.65,
B004690,C05123,2025-12-25 17:00:00,168.59,CMP005
B004691,C05126,2025-07-05 15:00:00,941.51,CMP004
B004692,C05127,2025-09-12 03:00:00,290.21,CMP003
B004693,C05129,2025-03-08 01:00:00,630.23,CMP002
B004694,C05130,2025-02-22 01:00:00,182.03,
B004695,C05130,2025-05-23 04:00:00,437.09,
B004696,C05130,2025-06-06 12:00:00,311.77,
B004697,C05132,2025-06-12 01:00:00,378.4,CMP002
B004698,C05133,2025-02-25 02:00:00,198.14,CMP004
B004699,C05137,2025-12-13 20:00:00,329.91,CMP002
B004700,C05139,2025-10-07 10:00:00,376.35,CMP003
B004701,C05140,2025-07-08 09:00:00,344.23,
B004702,C05141,2025-11-26 07:00:00,398.56,CMP004
B004703,C05141,2025-12-26 16:00:00,584.13,
B004704,C05142,2025-07-30 07:00:00,283.58,CMP004
B004705,C05142,2025-09-28 15:00:00,351.84,CMP003
B004706,C05142,2025-10-19 21:00:00,282.07,CMP003
B004707,C05143,2025-05-26 07:00:00,480.18,CMP003
B004708,C05143,2025-06-09 08:00:00,181.19,CMP004
B004709,C05143,2025-07-09 14:00:00,161.07,CMP003
B004710,C05146,2025-05-24 12:00:00,171.36,
B004711,C05146,2025-07-23 20:00:00,196.73,CMP002
B004712,C05147,2025-05-14 05:00:00,406.97,CMP002
B004713,C05148,2025-09-25 09:00:00,293.84,CMP004
B004714,C05148,2025-10-09 18:00:00,100.0,CMP004
B004715,C05149,2025-05-12 02:00:00,292.23,CMP005
B004716,C05150,2025-01-21 05:00:00,168.05,CMP002
B004717,C05151,2025-05-23 17:00:00,422.15,
B004718,C05153,2025-03-24 15:00:00,375.24,CMP004
B004719,C05153,2025-05-08 22:00:00,410.07,
B004720,C05156,2025-04-17 20:00:00,442.74,CMP002
B004721,C05157,2025-03-31 07:00:00,352.9,
B004722,C05159,2025-08-24 17:00:00,100.0,CMP002
B004723,C05160,2025-04-07 19:00:00,437.68,
B004724,C05160,2025-05-22 21:00:00,619.94,CMP003
B004725,C05160,2025-07-06 23:00:00,625.14,CMP004
B004726,C05161,2025-12-14 05:00:00,766.42,CMP003
B004727,C05162,2025-04-25 20:00:00,156.7,CMP002
B004728,C05162,2025-05-26 00:00:00,448.31,CMP004
B004729,C05162,2025-06-02 10:00:00,336.48,CMP002
B004730,C05162,2025-07-17 15:00:00,964.44,CMP004
B004731,C05165,2025-01-25 10:00:00,928.96,CMP004
B004732,C05166,2025-04-06 13:00:00,100.0,
B004733,C05166,2025-05-06 16:00:00,436.72,CMP005
B004734,C05168,2025-03-17 15:00:00,100.0,
B004735,C05168,2025-06-16 00:00:00,382.54,
B004736,C05168,2025-07-31 08:00:00,404.09,
B004737,C05169,2025-10-12 19:00:00,528.41,
B004738,C05169,2025-10-20 01:00:00,161.25,CMP003
B004739,C05169,2025-10-27 12:00:00,189.72,CMP001
B004740,C05171,2025-06-29 08:00:00,458.8,CMP003
B004741,C05171,2025-07-29 14:00:00,116.57,CMP004
B004742,C05171,2025-10-28 00:00:00,117.23,
B004743,C05171,2025-11-27 07:00:00,206.5,CMP004
B004744,C05173,2025-11-05 16:00:00,153.79,CMP001
B004745,C05176,2025-03-23 16:00:00,1396.67,CMP001
B004746,C05178,2025-09-21 17:00:00,1305.32,CMP004
B004747,C05178,2025-11-06 04:00:00,431.19,
B004748,C05180,2025-08-15 19:00:00,415.97,CMP003
B004749,C05181,2025-08-08 14:00:00,236.03,CMP005
B004750,C05185,2025-03-15 09:00:00,1105.54,CMP004
B004751,C05188,2025-07-31 03:00:00,879.17,CMP004
B004752,C05190,2025-12-02 17:00:00,924.37,CMP004
B004753,C05192,2025-12-03 20:00:00,293.31,CMP001
B004754,C05197,2025-07-15 11:00:00,185.27,
B004755,C05197,2025-08-05 21:00:00,324.08,CMP003
B004756,C05197,2025-08-13 05:00:00,296.72,CMP004
B004757,C05202,2025-05-04 15:00:00,282.31,CMP002
B004758,C05202,2025-05-19 03:00:00,162.75,CMP001
B004759,C05202,2025-06-18 15:00:00,665.31,CMP001
B004760,C05202,2025-07-09 19:00:00,278.75,CMP002
B004761,C05204,2025-08-25 14:00:00,506.13,CMP004
B004762,C05204,2025-10-24 21:00:00,397.64,CMP003
B004763,C05205,2025-10-23 02:00:00,100.0,CMP004
B004764,C05205,2025-11-22 13:00:00,332.36,CMP003
B004765,C05205,2025-12-22 22:00:00,293.59,CMP002
B004766,C05205,2025-12-29 23:00:00,138.53,CMP004
B004767,C05208,2025-07-31 03:00:00,660.53,
B004768,C05211,2025-09-04 19:00:00,140.37,CMP004
B004769,C05212,2025-08-17 05:00:00,517.81,CMP002
B004770,C05212,2025-09-07 12:00:00,237.87,CMP003
B004771,C05212,2025-09-21 14:00:00,654.46,CMP002
B004772,C05212,2025-12-20 16:00:00,339.62,
B004773,C05216,2025-10-25 20:00:00,217.74,CMP004
B004774,C05218,2025-06-01 19:00:00,289.6,CMP005
B004775,C05223,2025-05-31 03:00:00,115.01,CMP001
B004776,C05223,2025-08-29 07:00:00,267.33,
B004777,C05223,2025-11-27 09:00:00,610.01,
B004778,C05223,2025-12-27 14:00:00,356.54,
B004779,C05224,2025-04-23 13:00:00,371.59,CMP005
B004780,C05224,2025-07-22 22:00:00,173.14,
B004781,C05228,2025-08-08 15:00:00,437.91,
B004782,C05228,2025-09-22 22:00:00,114.36,CMP003
B004783,C05229,2025-03-20 06:00:00,318.0,CMP003
B004784,C05229,2025-04-03 08:00:00,299.73,CMP002
B004785,C05230,2025-03-25 18:00:00,328.02,CMP001
B004786,C05230,2025-04-24 19:00:00,112.33,CMP005
B004787,C05230,2025-05-16 07:00:00,180.94,CMP002
B004788,C05232,2025-08-15 18:00:00,617.24,CMP002
B004789,C05232,2025-08-23 04:00:00,745.11,CMP003
B004790,C05232,2025-11-21 11:00:00,235.92,CMP002
B004791,C05232,2025-11-28 21:00:00,416.98,CMP002
B004792,C05233,2025-06-03 15:00:00,198.43,
B004793,C05236,2025-08-10 13:00:00,251.68,
B004794,C05238,2025-07-20 12:00:00,379.9,CMP001
B004795,C05238,2025-09-18 19:00:00,571.45,
B004796,C05238,2025-12-17 21:00:00,1225.09,
B004797,C05239,2025-03-29 13:00:00,829.41,CMP002
B004798,C05239,2025-04-28 14:00:00,133.42,CMP001
B004799,C05240,2025-04-08 17:00:00,901.54,CMP004
B004800,C05240,2025-06-08 01:00:00,255.86,CMP003
B004801,C05241,2025-11-21 16:00:00,1067.59,CMP001
B004802,C05241,2025-12-13 00:00:00,184.28,CMP001
B004803,C05243,2025-03-23 07:00:00,237.6,CMP001
B004804,C05244,2025-04-01 19:00:00,183.92,CMP001
B004805,C05246,2025-05-31 09:00:00,288.37,CMP002
B004806,C05246,2025-08-29 14:00:00,102.02,
B004807,C05246,2025-09-12 17:00:00,349.05,CMP002
B004808,C05249,2025-10-02 14:00:00,418.68,
B004809,C05255,2025-05-07 15:00:00,117.46,CMP001
B004810,C05257,2025-09-16 04:00:00,795.45,CMP004
B004811,C05259,2025-06-05 12:00:00,352.01,CMP002
B004812,C05259,2025-06-12 16:00:00,227.6,CMP002
B004813,C05263,2025-04-12 06:00:00,305.73,CMP001
B004814,C05263,2025-04-26 12:00:00,255.85,CMP002
B004815,C05264,2025-04-17 13:00:00,243.51,
B004816,C05265,2025-09-17 11:00:00,136.31,
B004817,C05266,2025-06-04 19:00:00,396.84,CMP005
B004818,C05269,2025-09-24 16:00:00,229.01,CMP002
B004819,C05269,2025-11-09 04:00:00,282.21,CMP003
B004820,C05274,2025-04-11 02:00:00,766.96,CMP005
B004821,C05275,2025-12-27 09:00:00,483.8,CMP001
B004822,C05278,2025-03-09 10:00:00,996.94,CMP005
B004823,C05279,2025-11-27 09:00:00,273.45,CMP001
B004824,C05280,2025-07-23 11:00:00,180.27,CMP003
B004825,C05282,2025-01-26 01:00:00,596.46,CMP005
B004826,C05283,2025-03-15 14:00:00,229.89,CMP002
B004827,C05284,2025-11-11 11:00:00,381.26,CMP002
B004828,C05291,2025-08-21 13:00:00,296.69,CMP005
