touchpoint_id,customer_id,timestamp,channel_id,campaign_id
T026363,C06518,2025-08-07 14:00:00,CH02,CMP004
T026364,C06518,2025-08-10 22:00:00,CH04,
T026365,C06518,2025-09-28 22:00:00,CH05,
T026366,C06518,2025-10-14 07:00:00,CH05,
T026367,C06518,2025-10-17 19:00:00,CH01,CMP002
T026368,C06518,2025-10-20 08:00:00,CH01,CMP002
T026369,C06519,2025-10-15 15:00:00,CH04,
T026370,C06519,2025-10-30 02:00:00,CH01,CMP001
T026371,C06519,2025-11-08 05:00:00,CH02,CMP003
T026372,C06520,2025-05-14 15:00:00,CH05,
T026373,C06520,2025-05-18 08:00:00,CH02,CMP003
T026374,C06520,2025-06-15 02:00:00,CH04,
T026375,C06520,2025-06-19 09:00:00,CH01,CMP001
T026376,C06521,2025-10-02 07:00:00,CH02,CMP004
T026377,C06521,2025-10-09 07:00:00,CH02,CMP004
T026378,C06521,2025-10-14 16:00:00,CH03,CMP005
T026379,C06521,2025-10-15 17:00:00,CH02,CMP004
T026380,C06521,2025-10-25 12:00:00,CH05,
T026381,C06521,2025-10-26 02:00:00,CH05,
T026382,C06522,2025-04-01 22:00:00,CH02,CMP003
T026383,C06522,2025-04-08 20:00:00,CH01,CMP001
T026384,C06522,2025-04-10 23:00:00,CH01,CMP001
T026385,C06522,2025-04-16 08:00:00,CH01,CMP002
T026386,C06522,2025-04-20 02:00:00,CH02,CMP004
T026387,C06522,2025-04-21 15:00:00,CH01,CMP002
T026388,C06523,2025-08-29 02:00:00,CH01,CMP001
T026389,C06524,2025-07-01 07:00:00,CH05,
T026390,C06524,2025-07-03 20:00:00,CH04,
T026391,C06524,2025-07-07 08:00:00,CH04,
T026392,C06525,2025-12-24 13:00:00,CH02,CMP003
T026393,C06525,2025-12-25 22:00:00,CH05,
T026394,C06526,2025-10-15 14:00:00,CH02,CMP003
T026395,C06526,2025-10-27 00:00:00,CH01,CMP001
T026396,C06526,2025-10-30 10:00:00,CH04,
T026397,C06527,2025-01-27 03:00:00,CH01,CMP001
T026398,C06527,2025-01-27 11:00:00,CH04,
T026399,C06527,2025-01-29 17:00:00,CH01,CMP002
T026400,C06527,2025-01-31 07:00:00,CH02,CMP004
T026401,C06527,2025-02-01 04:00:00,CH01,CMP001
T026402,C06528,2025-07-14 15:00:00,CH03,CMP005
T026403,C06528,2025-07-17 14:00:00,CH01,CMP002
T026404,C06528,2025-07-17 21:00:00,CH01,CMP001
T026405,C06528,2025-07-19 04:00:00,CH01,CMP001
T026406,C06528,2025-07-19 17:00:00,CH05,
T026407,C06528,2025-07-31 02:00:00,CH01,CMP002
T026408,C06528,2025-08-05 04:00:00,CH01,CMP001
T026409,C06528,2025-08-17 08:00:00,CH01,CMP001
T026410,C06528,2025-08-21 14:00:00,CH01,CMP001
T026411,C06528,2025-08-24 14:00:00,CH01,CMP001
T026412,C06528,2025-09-13 23:00:00,CH01,CMP002
T026413,C06528,2025-09-28 05:00:00,CH02,CMP004
T026414,C06528,2025-10-04 02:00:00,CH05,
T026415,C06528,2025-10-11 18:00:00,CH01,CMP001
T026416,C06528,2025-10-12 03:00:00,CH01,CMP002
T026417,C06529,2025-11-15 08:00:00,CH04,
T026418,C06530,2025-12-04 01:00:00,CH01,CMP002
T026419,C06530,2025-12-08 11:00:00,CH04,
T026420,C06530,2025-12-10 06:00:00,CH01,CMP001
T026421,C06530,2025-12-14 07:00:00,CH05,
T026422,C06530,2025-12-18 03:00:00,CH02,CMP003
T026423,C06530,2025-12-19 12:00:00,CH01,CMP001
T026424,C06531,2025-02-23 18:00:00,CH02,CMP004
T026425,C06531,2025-02-26 17:00:00,CH01,CMP001
T026426,C06531,2025-02-27 16:00:00,CH01,CMP002
T026427,C06531,2025-03-01 13:00:00,CH01,CMP001
T026428,C06532,2025-02-11 00:00:00,CH02,CMP004
T026429,C06532,2025-02-22 18:00:00,CH01,CMP002
T026430,C06534,2025-08-05 17:00:00,CH01,CMP001
T026431,C06534,2025-08-07 13:00:00,CH04,
T026432,C06534,2025-08-08 10:00:00,CH01,CMP001
T026433,C06535,2025-04-09 04:00:00,CH02,CMP003
T026434,C06535,2025-04-12 19:00:00,CH05,
T026435,C06535,2025-04-14 06:00:00,CH02,CMP004
T026436,C06535,2025-04-14 17:00:00,CH04,
T026437,C06535,2025-04-14 23:00:00,CH05,
T026438,C06535,2025-04-15 07:00:00,CH01,CMP001
T026439,C06535,2025-04-29 22:00:00,CH01,CMP002
T026440,C06535,2025-06-03 02:00:00,CH02,CMP003
T026441,C06535,2025-06-16 09:00:00,CH02,CMP008
T026442,C06535,2025-06-21 18:00:00,CH02,CMP003
T026443,C06535,2025-06-22 19:00:00,CH02,CMP003
T026444,C06536,2025-05-15 22:00:00,CH01,CMP002
T026445,C06537,2025-02-21 06:00:00,CH02,CMP004
T026446,C06537,2025-02-22 16:00:00,CH01,CMP001
T026447,C06537,2025-02-26 10:00:00,CH02,CMP003
T026448,C06537,2025-02-28 07:00:00,CH01,CMP001
T026449,C06537,2025-03-03 01:00:00,CH01,CMP001
T026450,C06537,2025-03-05 12:00:00,CH01,CMP001
T026451,C06537,2025-03-15 17:00:00,CH01,CMP002
T026452,C06537,2025-03-24 01:00:00,CH01,CMP001
T026453,C06537,2025-04-14 12:00:00,CH04,
T026454,C06537,2025-05-09 14:00:00,CH05,
T026455,C06539,2025-05-02 15:00:00,CH01,CMP001
T026456,C06539,2025-05-04 14:00:00,CH02,CMP003
T026457,C06539,2025-05-04 20:00:00,CH01,CMP001
T026458,C06539,2025-05-10 03:00:00,CH01,CMP001
T026459,C06540,2025-06-05 22:00:00,CH02,CMP004
T026460,C06540,2025-06-07 21:00:00,CH02,CMP004
T026461,C06540,2025-06-10 16:00:00,CH05,
T026462,C06541,2025-10-06 09:00:00,CH02,CMP003
T026463,C06541,2025-10-09 06:00:00,CH02,CMP003
T026464,C06541,2025-10-10 22:00:00,CH01,CMP002
T026465,C06541,2025-10-12 21:00:00,CH05,
T026466,C06541,2025-10-12 23:00:00,CH05,
T026467,C06542,2025-05-16 04:00:00,CH02,CMP003
T026468,C06542,2025-05-21 20:00:00,CH01,CMP001
T026469,C06542,2025-05-24 16:00:00,CH01,CMP001
T026470,C06542,2025-06-06 23:00:00,CH05,
T026471,C06542,2025-06-11 01:00:00,CH02,CMP004
T026472,C06542,2025-07-01 02:00:00,CH01,CMP002
T026473,C06542,2025-07-29 12:00:00,CH02,CMP004
T026474,C06542,2025-08-01 01:00:00,CH02,CMP003
T026475,C06542,2025-08-02 23:00:00,CH01,CMP001
T026476,C06543,2025-01-29 04:00:00,CH02,CMP004
T026477,C06543,2025-01-30 04:00:00,CH01,CMP001
T026478,C06543,2025-02-02 04:00:00,CH01,CMP001
T026479,C06544,2025-09-03 16:00:00,CH01,CMP001
T026480,C06544,2025-09-06 01:00:00,CH04,
T026481,C06544,2025-09-06 02:00:00,CH05,
T026482,C06545,2025-08-21 02:00:00,CH05,
T026483,C06545,2025-08-29 15:00:00,CH03,CMP005
T026484,C06545,2025-09-05 12:00:00,CH02,CMP004
T026485,C06547,2025-05-24 07:00:00,CH02,CMP003
T026486,C06548,2025-01-30 14:00:00,CH05,
T026487,C06548,2025-02-16 14:00:00,CH05,
T026488,C06548,2025-02-17 06:00:00,CH04,
T026489,C06548,2025-03-01 18:00:00,CH01,CMP001
T026490,C06548,2025-03-04 07:00:00,CH02,CMP003
T026491,C06548,2025-03-30 07:00:00,CH02,CMP003
T026492,C06548,2025-04-09 14:00:00,CH01,CMP002
T026493,C06548,2025-04-11 16:00:00,CH05,
T026494,C06548,2025-04-17 16:00:00,CH03,CMP005
T026495,C06548,2025-04-29 12:00:00,CH01,CMP001
T026496,C06548,2025-05-07 05:00:00,CH02,CMP004
T026497,C06548,2025-05-17 08:00:00,CH05,
T026498,C06548,2025-05-17 09:00:00,CH01,CMP001
T026499,C06548,2025-07-05 22:00:00,CH02,CMP003
T026500,C06548,2025-07-25 23:00:00,CH05,
T026501,C06548,2025-08-04 11:00:00,CH04,
T026502,C06548,2025-08-05 10:00:00,CH03,CMP005
T026503,C06548,2025-08-13 18:00:00,CH02,CMP004
T026504,C06548,2025-08-14 06:00:00,CH02,CMP004
T026505,C06549,2025-04-13 01:00:00,CH02,CMP003
T026506,C06549,2025-04-21 11:00:00,CH01,CMP001
T026507,C06549,2025-04-23 04:00:00,CH02,CMP003
T026508,C06549,2025-04-25 20:00:00,CH01,CMP001
T026509,C06549,2025-04-26 19:00:00,CH02,CMP004
T026510,C06549,2025-04-28 22:00:00,CH02,CMP004
T026511,C06550,2025-05-29 23:00:00,CH02,CMP003
T026512,C06550,2025-06-04 17:00:00,CH02,CMP008
T026513,C06550,2025-06-06 04:00:00,CH02,CMP004
T026514,C06550,2025-06-06 23:00:00,CH04,
T026515,C06550,2025-06-21 19:00:00,CH05,
T026516,C06550,2025-06-24 07:00:00,CH02,CMP004
T026517,C06550,2025-06-28 17:00:00,CH01,CMP002
T026518,C06550,2025-07-01 04:00:00,CH05,
T026519,C06550,2025-07-02 04:00:00,CH01,CMP001
T026520,C06550,2025-07-03 00:00:00,CH01,CMP001
T026521,C06551,2025-04-19 22:00:00,CH03,CMP005
T026522,C06551,2025-04-20 04:00:00,CH03,CMP005
T026523,C06551,2025-04-22 09:00:00,CH02,CMP003
T026524,C06552,2025-08-13 12:00:00,CH04,
T026525,C06552,2025-08-16 18:00:00,CH01,CMP001
T026526,C06552,2025-08-19 17:00:00,CH02,CMP003
T026527,C06552,2025-08-21 01:00:00,CH01,CMP002
T026528,C06552,2025-08-21 10:00:00,CH05,
T026529,C06552,2025-08-21 19:00:00,CH05,
T026530,C06552,2025-08-28 17:00:00,CH04,
T026531,C06552,2025-09-19 06:00:00,CH01,CMP002
T026532,C06553,2025-06-04 03:00:00,CH01,CMP002
T026533,C06553,2025-06-16 06:00:00,CH05,
T026534,C06553,2025-06-21 11:00:00,CH02,CMP004
T026535,C06554,2025-11-06 03:00:00,CH02,CMP004
T026536,C06554,2025-11-06 23:00:00,CH03,CMP005
T026537,C06554,2025-11-11 16:00:00,CH01,CMP001
T026538,C06554,2025-11-13 05:00:00,CH02,CMP004
T026539,C06554,2025-11-13 18:00:00,CH04,
T026540,C06554,2025-11-15 15:00:00,CH05,
T026541,C06555,2025-11-25 21:00:00,CH02,CMP003
T026542,C06555,2025-11-26 04:00:00,CH02,CMP004
T026543,C06555,2025-11-28 08:00:00,CH02,CMP003
T026544,C06555,2025-11-30 11:00:00,CH05,
T026545,C06556,2025-05-12 08:00:00,CH05,
T026546,C06556,2025-05-30 07:00:00,CH04,
T026547,C06560,2025-08-29 06:00:00,CH02,CMP004
T026548,C06560,2025-09-01 17:00:00,CH01,CMP002
T026549,C06560,2025-09-05 10:00:00,CH01,CMP001
T026550,C06560,2025-09-05 22:00:00,CH05,
T026551,C06560,2025-09-06 19:00:00,CH03,CMP005
T026552,C06561,2025-11-25 05:00:00,CH02,CMP004
T026553,C06561,2025-11-27 20:00:00,CH01,CMP001
T026554,C06561,2025-11-30 17:00:00,CH01,CMP002
T026555,C06563,2025-10-16 11:00:00,CH05,
T026556,C06564,2025-06-29 19:00:00,CH01,CMP001
T026557,C06564,2025-07-13 18:00:00,CH01,CMP001
T026558,C06564,2025-07-19 20:00:00,CH02,CMP004
T026559,C06564,2025-07-20 14:00:00,CH02,CMP004
T026560,C06564,2025-07-24 11:00:00,CH05,
T026561,C06565,2025-08-21 06:00:00,CH01,CMP001
T026562,C06565,2025-08-21 15:00:00,CH04,
T026563,C06565,2025-08-22 09:00:00,CH05,
T026564,C06565,2025-08-23 02:00:00,CH04,
T026565,C06565,2025-08-24 12:00:00,CH03,CMP005
T026566,C06565,2025-08-25 03:00:00,CH02,CMP003
T026567,C06566,2025-09-15 06:00:00,CH03,CMP005
T026568,C06568,2025-07-20 05:00:00,CH04,
T026569,C06569,2025-02-03 19:00:00,CH02,CMP003
T026570,C06569,2025-02-13 02:00:00,CH05,
T026571,C06569,2025-02-14 03:00:00,CH05,
T026572,C06572,2025-06-30 00:00:00,CH01,CMP002
T026573,C06573,2025-10-16 16:00:00,CH01,CMP001
T026574,C06573,2025-10-20 05:00:00,CH04,
T026575,C06573,2025-10-23 04:00:00,CH01,CMP001
T026576,C06573,2025-10-27 08:00:00,CH02,CMP004
T026577,C06573,2025-10-31 11:00:00,CH05,
T026578,C06573,2025-11-05 14:00:00,CH02,CMP004
T026579,C06574,2025-06-06 07:00:00,CH01,CMP002
T026580,C06574,2025-06-09 00:00:00,CH04,
T026581,C06574,2025-06-20 05:00:00,CH02,CMP003
T026582,C06577,2025-10-31 14:00:00,CH01,CMP001
T026583,C06577,2025-11-06 20:00:00,CH02,CMP003
T026584,C06577,2025-11-11 14:00:00,CH04,
T026585,C06577,2025-11-14 01:00:00,CH04,
T026586,C06577,2025-11-14 14:00:00,CH01,CMP001
T026587,C06578,2025-07-06 09:00:00,CH02,CMP004
T026588,C06578,2025-07-20 19:00:00,CH01,CMP002
T026589,C06578,2025-07-20 21:00:00,CH01,CMP001
T026590,C06579,2025-08-03 14:00:00,CH02,CMP004
T026591,C06580,2025-01-23 12:00:00,CH01,CMP001
T026592,C06580,2025-02-13 02:00:00,CH03,CMP005
T026593,C06580,2025-02-21 11:00:00,CH02,CMP003
T026594,C06581,2025-06-13 09:00:00,CH01,CMP001
T026595,C06581,2025-07-13 03:00:00,CH01,CMP002
T026596,C06581,2025-07-14 11:00:00,CH01,CMP001
T026597,C06581,2025-07-16 05:00:00,CH02,CMP004
T026598,C06581,2025-08-07 10:00:00,CH05,
T026599,C06581,2025-08-10 13:00:00,CH04,
T026600,C06581,2025-08-12 21:00:00,CH02,CMP004
T026601,C06581,2025-08-13 04:00:00,CH02,CMP003
T026602,C06581,2025-08-19 14:00:00,CH04,
T026603,C06581,2025-08-20 09:00:00,CH02,CMP004
T026604,C06582,2025-09-14 14:00:00,CH03,CMP005
T026605,C06582,2025-09-17 17:00:00,CH01,CMP001
T026606,C06582,2025-09-18 20:00:00,CH01,CMP002
T026607,C06582,2025-10-16 13:00:00,CH04,
T026608,C06582,2025-10-20 05:00:00,CH02,CMP003
T026609,C06582,2025-10-22 03:00:00,CH02,CMP004
T026610,C06582,2025-10-24 02:00:00,CH01,CMP002
T026611,C06582,2025-10-26 03:00:00,CH01,CMP001
T026612,C06582,2025-10-30 02:00:00,CH01,CMP002
T026613,C06582,2025-11-05 14:00:00,CH01,CMP001
T026614,C06582,2025-11-05 18:00:00,CH03,CMP005
T026615,C06582,2025-11-08 05:00:00,CH02,CMP004
T026616,C06582,2025-11-09 08:00:00,CH02,CMP003
T026617,C06582,2025-11-09 09:00:00,CH02,CMP004
T026618,C06582,2025-11-16 08:00:00,CH02,CMP004
T026619,C06582,2025-11-16 10:00:00,CH01,CMP002
T026620,C06582,2025-11-18 12:00:00,CH02,CMP003
T026621,C06582,2025-11-20 19:00:00,CH04,
T026622,C06583,2025-07-22 08:00:00,CH03,CMP005
T026623,C06583,2025-08-09 05:00:00,CH02,CMP003
T026624,C06583,2025-08-12 20:00:00,CH02,CMP003
T026625,C06583,2025-08-21 15:00:00,CH01,CMP001
T026626,C06584,2025-03-14 18:00:00,CH02,CMP004
T026627,C06584,2025-03-19 17:00:00,CH03,CMP005
T026628,C06584,2025-03-25 16:00:00,CH04,
T026629,C06584,2025-03-26 11:00:00,CH01,CMP002
T026630,C06584,2025-03-31 10:00:00,CH01,CMP002
T026631,C06584,2025-04-06 20:00:00,CH03,CMP005
T026632,C06584,2025-05-05 02:00:00,CH04,
T026633,C06585,2025-03-11 11:00:00,CH03,CMP005
T026634,C06585,2025-03-12 11:00:00,CH03,CMP005
T026635,C06585,2025-03-19 05:00:00,CH01,CMP002
T026636,C06585,2025-04-04 01:00:00,CH01,CMP002
T026637,C06585,2025-04-04 19:00:00,CH05,
T026638,C06585,2025-04-04 21:00:00,CH01,CMP002
T026639,C06586,2025-04-23 23:00:00,CH01,CMP001
T026640,C06586,2025-04-25 06:00:00,CH01,CMP001
T026641,C06586,2025-04-26 11:00:00,CH05,
T026642,C06586,2025-04-28 09:00:00,CH01,CMP002
T026643,C06586,2025-04-29 04:00:00,CH04,
T026644,C06587,2025-02-28 15:00:00,CH03,CMP005
T026645,C06587,2025-03-02 21:00:00,CH01,CMP001
T026646,C06587,2025-03-05 20:00:00,CH05,
T026647,C06587,2025-03-07 09:00:00,CH01,CMP001
T026648,C06587,2025-03-08 11:00:00,CH02,CMP004
T026649,C06588,2025-04-04 09:00:00,CH02,CMP004
T026650,C06588,2025-04-07 22:00:00,CH04,
T026651,C06589,2025-07-28 21:00:00,CH02,CMP004
T026652,C06589,2025-07-31 09:00:00,CH03,CMP005
T026653,C06589,2025-07-31 10:00:00,CH05,
T026654,C06589,2025-07-31 12:00:00,CH05,
T026655,C06589,2025-08-01 01:00:00,CH02,CMP004
T026656,C06590,2025-07-01 11:00:00,CH02,CMP004
T026657,C06590,2025-07-01 17:00:00,CH04,
T026658,C06591,2025-08-09 11:00:00,CH01,CMP001
T026659,C06591,2025-08-17 05:00:00,CH01,CMP002
T026660,C06591,2025-09-18 06:00:00,CH02,CMP004
T026661,C06591,2025-09-28 23:00:00,CH02,CMP003
T026662,C06591,2025-10-07 12:00:00,CH01,CMP002
T026663,C06591,2025-10-10 06:00:00,CH01,CMP002
T026664,C06591,2025-10-13 03:00:00,CH01,CMP001
T026665,C06592,2025-05-27 19:00:00,CH02,CMP003
T026666,C06592,2025-05-29 07:00:00,CH01,CMP001
T026667,C06592,2025-05-29 08:00:00,CH04,
T026668,C06592,2025-06-02 14:00:00,CH05,
T026669,C06592,2025-06-03 02:00:00,CH04,
T026670,C06592,2025-06-05 01:00:00,CH02,CMP004
T026671,C06593,2025-07-07 09:00:00,CH04,
T026672,C06593,2025-07-08 03:00:00,CH04,
T026673,C06593,2025-07-09 10:00:00,CH04,
T026674,C06595,2025-11-23 00:00:00,CH03,CMP005
T026675,C06597,2025-10-03 05:00:00,CH01,CMP001
T026676,C06598,2025-07-27 18:00:00,CH01,CMP001
T026677,C06598,2025-07-28 12:00:00,CH02,CMP004
T026678,C06599,2025-08-30 10:00:00,CH01,CMP002
T026679,C06599,2025-09-06 18:00:00,CH01,CMP001
T026680,C06599,2025-09-06 23:00:00,CH02,CMP004
T026681,C06599,2025-09-30 15:00:00,CH04,
T026682,C06599,2025-10-01 09:00:00,CH02,CMP004
T026683,C06599,2025-10-01 20:00:00,CH01,CMP002
T026684,C06599,2025-10-02 06:00:00,CH02,CMP003
T026685,C06599,2025-10-02 08:00:00,CH01,CMP002
T026686,C06599,2025-10-04 14:00:00,CH01,CMP002
T026687,C06599,2025-10-12 07:00:00,CH05,
T026688,C06599,2025-10-23 05:00:00,CH02,CMP003
T026689,C06599,2025-10-29 20:00:00,CH01,CMP002
T026690,C06599,2025-11-02 11:00:00,CH04,
T026691,C06599,2025-11-19 19:00:00,CH01,CMP001
T026692,C06599,2025-11-21 23:00:00,CH01,CMP001
T026693,C06599,2025-11-24 12:00:00,CH02,CMP003
T026694,C06599,2025-11-24 17:00:00,CH05,
T026695,C06599,2025-11-26 00:00:00,CH01,CMP002
T026696,C06599,2025-11-28 23:00:00,CH04,
T026697,C06600,2025-08-24 05:00:00,CH03,CMP005
T026698,C06600,2025-09-02 02:00:00,CH01,CMP002
T026699,C06601,2025-04-08 15:00:00,CH01,CMP001
T026700,C06601,2025-04-08 16:00:00,CH01,CMP002
T026701,C06601,2025-04-08 17:00:00,CH02,CMP003
T026702,C06601,2025-04-09 12:00:00,CH01,CMP001
T026703,C06602,2025-01-08 12:00:00,CH05,
T026704,C06602,2025-01-11 23:00:00,CH05,
T026705,C06602,2025-01-13 09:00:00,CH03,CMP005
T026706,C06602,2025-01-14 07:00:00,CH05,
T026707,C06602,2025-01-14 17:00:00,CH01,CMP002
T026708,C06603,2025-06-27 13:00:00,CH05,
T026709,C06603,2025-07-01 11:00:00,CH01,CMP002
T026710,C06603,2025-07-19 05:00:00,CH01,CMP001
T026711,C06603,2025-07-23 14:00:00,CH02,CMP003
T026712,C06603,2025-07-28 09:00:00,CH03,CMP005
T026713,C06603,2025-07-31 00:00:00,CH05,
T026714,C06603,2025-08-01 21:00:00,CH02,CMP004
T026715,C06603,2025-08-03 11:00:00,CH02,CMP004
T026716,C06603,2025-08-30 18:00:00,CH01,CMP002
T026717,C06603,2025-09-28 00:00:00,CH02,CMP004
T026718,C06603,2025-10-03 08:00:00,CH02,CMP004
T026719,C06604,2025-12-06 13:00:00,CH04,
T026720,C06604,2025-12-12 10:00:00,CH01,CMP001
T026721,C06604,2025-12-14 05:00:00,CH02,CMP004
T026722,C06605,2025-02-23 15:00:00,CH01,CMP001
T026723,C06605,2025-02-23 17:00:00,CH01,CMP002
T026724,C06605,2025-02-24 10:00:00,CH02,CMP004
T026725,C06605,2025-02-26 04:00:00,CH02,CMP004
T026726,C06606,2025-12-03 22:00:00,CH02,CMP003
T026727,C06606,2025-12-04 21:00:00,CH01,CMP001
T026728,C06606,2025-12-05 08:00:00,CH01,CMP001
T026729,C06606,2025-12-05 15:00:00,CH01,CMP001
T026730,C06607,2025-08-05 10:00:00,CH02,CMP003
T026731,C06607,2025-08-10 02:00:00,CH01,CMP002
T026732,C06607,2025-08-15 05:00:00,CH05,
T026733,C06607,2025-08-18 20:00:00,CH01,CMP001
T026734,C06607,2025-08-22 15:00:00,CH02,CMP004
T026735,C06607,2025-08-23 04:00:00,CH01,CMP001
T026736,C06607,2025-09-05 13:00:00,CH05,
T026737,C06607,2025-09-08 17:00:00,CH01,CMP002
T026738,C06607,2025-09-09 14:00:00,CH05,
T026739,C06607,2025-09-11 05:00:00,CH04,
T026740,C06607,2025-09-11 13:00:00,CH01,CMP001
T026741,C06607,2025-09-18 10:00:00,CH01,CMP001
T026742,C06607,2025-10-08 11:00:00,CH02,CMP003
T026743,C06607,2025-11-14 06:00:00,CH02,CMP003
T026744,C06609,2025-05-21 01:00:00,CH01,CMP001
T026745,C06609,2025-06-03 14:00:00,CH01,CMP001
T026746,C06609,2025-06-05 17:00:00,CH01,CMP002
T026747,C06609,2025-06-06 00:00:00,CH01,CMP001
T026748,C06609,2025-06-06 03:00:00,CH02,CMP008
T026749,C06609,2025-06-23 02:00:00,CH02,CMP004
T026750,C06609,2025-06-25 02:00:00,CH02,CMP003
T026751,C06611,2025-02-12 15:00:00,CH01,CMP002
T026752,C06612,2025-08-10 14:00:00,CH01,CMP002
T026753,C06612,2025-08-10 21:00:00,CH02,CMP004
T026754,C06612,2025-08-12 01:00:00,CH03,CMP005
T026755,C06612,2025-08-15 21:00:00,CH04,
T026756,C06612,2025-08-17 20:00:00,CH01,CMP002
T026757,C06613,2025-06-19 11:00:00,CH02,CMP004
T026758,C06614,2025-03-29 07:00:00,CH01,CMP001
T026759,C06614,2025-03-30 20:00:00,CH01,CMP001
T026760,C06614,2025-04-01 00:00:00,CH05,
T026761,C06614,2025-04-03 14:00:00,CH01,CMP001
T026762,C06614,2025-04-04 18:00:00,CH05,
T026763,C06615,2025-09-22 11:00:00,CH05,
T026764,C06615,2025-09-25 14:00:00,CH01,CMP001
T026765,C06615,2025-10-02 21:00:00,CH01,CMP001
T026766,C06615,2025-10-09 15:00:00,CH02,CMP003
T026767,C06615,2025-10-11 02:00:00,CH02,CMP003
T026768,C06615,2025-10-13 14:00:00,CH04,
T026769,C06616,2025-07-12 18:00:00,CH01,CMP002
T026770,C06616,2025-07-14 04:00:00,CH01,CMP002
T026771,C06616,2025-07-15 05:00:00,CH01,CMP002
T026772,C06617,2025-11-08 18:00:00,CH01,CMP002
T026773,C06617,2025-11-09 02:00:00,CH02,CMP003
T026774,C06617,2025-11-10 06:00:00,CH01,CMP001
T026775,C06617,2025-11-10 09:00:00,CH02,CMP004
T026776,C06617,2025-11-11 01:00:00,CH04,
T026777,C06618,2025-12-05 16:00:00,CH03,CMP005
T026778,C06618,2025-12-07 02:00:00,CH05,
T026779,C06618,2025-12-08 19:00:00,CH02,CMP004
T026780,C06618,2025-12-11 01:00:00,CH04,
T026781,C06618,2025-12-13 04:00:00,CH01,CMP001
T026782,C06619,2025-10-01 08:00:00,CH02,CMP004
T026783,C06619,2025-11-05 09:00:00,CH03,CMP005
T026784,C06619,2025-11-09 09:00:00,CH02,CMP004
T026785,C06619,2025-11-09 19:00:00,CH01,CMP001
T026786,C06619,2025-11-11 10:00:00,CH01,CMP001
T026787,C06619,2025-12-04 18:00:00,CH01,CMP002
T026788,C06619,2025-12-07 05:00:00,CH04,
T026789,C06619,2025-12-11 18:00:00,CH04,
T026790,C06619,2025-12-13 01:00:00,CH03,CMP005
T026791,C06619,2025-12-15 16:00:00,CH01,CMP001
T026792,C06619,2025-12-16 09:00:00,CH04,
T026793,C06620,2025-04-01 20:00:00,CH01,CMP002
T026794,C06620,2025-04-12 05:00:00,CH01,CMP001
T026795,C06620,2025-04-29 16:00:00,CH05,
T026796,C06621,2025-05-06 15:00:00,CH03,CMP005
T026797,C06621,2025-05-22 19:00:00,CH04,
T026798,C06621,2025-05-27 02:00:00,CH05,
T026799,C06621,2025-06-01 06:00:00,CH05,
T026800,C06621,2025-06-08 01:00:00,CH02,CMP003
T026801,C06621,2025-06-17 16:00:00,CH02,CMP003
T026802,C06621,2025-07-02 12:00:00,CH01,CMP002
T026803,C06621,2025-07-03 20:00:00,CH04,
T026804,C06621,2025-07-05 09:00:00,CH04,
T026805,C06621,2025-07-05 20:00:00,CH01,CMP002
T026806,C06621,2025-07-06 13:00:00,CH05,
T026807,C06621,2025-07-06 20:00:00,CH01,CMP001
T026808,C06621,2025-07-11 07:00:00,CH02,CMP004
T026809,C06623,2025-06-19 20:00:00,CH01,CMP001
T026810,C06625,2025-05-10 14:00:00,CH01,CMP002
T026811,C06625,2025-05-14 12:00:00,CH04,
T026812,C06625,2025-05-15 00:00:00,CH01,CMP001
T026813,C06625,2025-05-23 02:00:00,CH01,CMP002
T026814,C06625,2025-06-16 03:00:00,CH02,CMP003
T026815,C06625,2025-06-20 06:00:00,CH02,CMP008
T026816,C06626,2025-08-28 02:00:00,CH02,CMP004
T026817,C06626,2025-09-09 01:00:00,CH03,CMP005
T026818,C06627,2025-11-15 04:00:00,CH04,
T026819,C06627,2025-12-01 20:00:00,CH01,CMP002
T026820,C06627,2025-12-03 12:00:00,CH05,
T026821,C06627,2025-12-11 08:00:00,CH01,CMP002
T026822,C06627,2025-12-14 19:00:00,CH01,CMP002
T026823,C06628,2025-05-19 21:00:00,CH01,CMP001
T026824,C06628,2025-05-20 03:00:00,CH04,
T026825,C06628,2025-05-26 19:00:00,CH02,CMP003
T026826,C06628,2025-05-30 06:00:00,CH01,CMP002
T026827,C06628,2025-05-31 12:00:00,CH05,
T026828,C06628,2025-05-31 21:00:00,CH04,
T026829,C06630,2025-02-27 04:00:00,CH05,
T026830,C06632,2025-03-24 11:00:00,CH01,CMP002
T026831,C06632,2025-03-27 08:00:00,CH02,CMP004
T026832,C06632,2025-03-28 22:00:00,CH01,CMP001
T026833,C06632,2025-03-30 00:00:00,CH04,
T026834,C06633,2025-02-06 06:00:00,CH01,CMP002
T026835,C06633,2025-02-12 04:00:00,CH02,CMP004
T026836,C06633,2025-02-16 23:00:00,CH02,CMP004
T026837,C06633,2025-02-22 22:00:00,CH01,CMP001
T026838,C06633,2025-03-03 13:00:00,CH02,CMP004
T026839,C06633,2025-03-08 17:00:00,CH01,CMP002
T026840,C06634,2025-01-21 12:00:00,CH04,
T026841,C06634,2025-01-28 02:00:00,CH04,
T026842,C06634,2025-02-01 06:00:00,CH02,CMP004
T026843,C06634,2025-02-04 12:00:00,CH02,CMP003
T026844,C06634,2025-02-04 22:00:00,CH04,
T026845,C06634,2025-02-05 16:00:00,CH04,
